Hybridization REF	TCGA-AA-A00K-01A-02R-A002-07
PLCL2	-1.86975
C4orf29	-0.1825
WDFY2	-1.646125
ZNF284	-0.997
NAALADL1	0.196
DUSP5	-0.1085
PXDN	-1.252125
SLMO1	0.172
TNXB	1.0764
BIRC7	-0.43225
A4GALT	-0.641666666666667
TIMM22	-0.25525
FAM110C	2.00175
TOMM34	0.020375
ABHD9	0.4285
ADAM32	2.572
CRHBP	-1.17675
AQP2	0.417
LOC130355	-0.35
ZNF187	-0.558666666666667
ZNF816A	0.4715
F7	-1.41525
CNOT1	0.1482
SLC13A4	-1.99875
ZBTB11	-0.551
B3GALT5	3.795
EXOC2	0.186
IRS1	0.6361
TMEM1	0.381
MRPL34	-0.0575
SAMM50	-0.085
CDC42EP3	-0.74325
HSF2	-1.264
MFN2	-0.1555
TSPAN7	-0.747166666666667
NUCB1	0.296916666666667
RHOH	-2.81575
ARL16	-0.1585
TACR1	-0.0225
SFRS5	-0.557666666666667
SNX25	0.436
RHBDF1	0.257666666666667
PCDH18	2.00666666666667
HMG1L1	0.39875
MYO5C	0.95175
MAPK10	0.1375
LDHAL6A	0.238
NUDT12	0.0505
NCAM1	-0.525375
GLIS2	1.253
GGTL4	0.92225
DAPP1	0.59825
ATF7	0.433375
KIAA0748	-1.3685
NFIL3	-0.488
TM6SF1	-1.5988
SEZ6	0.166375
NANOS3	1.67083333333333
DNAJA3	-0.0278333333333333
CLDN6	-3.1505
CIITA	1.6883
EPHA4	-1.7885
FANCC	-0.199
CMTM3	-1.55025
PSG3	-0.618625
MRPL15	0.3075
C21orf59	-0.0885
PLCXD2	0.79775
C2orf34	0.16825
UBE2L6	0.117625
MED14	0.761333333333333
HP1BP3	-0.5738
C6orf208	-0.1085
TPBG	-1.634
OSR2	-0.194
XPC	-0.267
KLHL7	-1.37675
CCR3	0.0211666666666667
AGTPBP1	-0.854
PCSK6	0.8276
STAT5A	-1.2703
FAM18B	-0.09325
LONRF2	-3.57533333333333
PTPN2	-0.03825
SF3A3	-0.4155
EFCBP2	-0.2155
HCFC1	-0.215166666666667
AHNAK	-0.1251
ACTR5	0.20975
KIF14	-1.09414285714286
TENC1	-0.048
HEATR5B	-0.0715
YIPF2	0.4955
MYEOV2	0.434333333333333
DUSP18	2.17875
KIAA1012	-0.849
AHR	-0.284166666666667
C17orf53	-0.512333333333333
PTPRH	1.729
ATP6V1C1	0.0665
TAS2R3	0.875
LOC440356	-2.57475
COQ10B	0.00375
PSMF1	0.43325
SORBS2	2.42741666666667
NFE2L2	-0.206
TMCO7	0.04775
SH3PXD2A	0.1348
SH2D2A	0.7
SPINK5	0.3395
MRPS24	-0.365
OPA3	1.2675
TRAF7	0.296666666666667
C4orf35	0.16
MT1G	-0.21
MGC39545	-0.01375
HS1BP3	0.3578
OR2B2	-0.256
CHRM4	0.215
SFRP2	-1.03416666666667
RIC3	-1.1185
ART1	-0.188
C6orf1	-0.528
DUS4L	-1.9335
C10orf104	-0.27425
TNFAIP6	0
RTEL1	-0.50975
CCT4	-0.4265
ZNF709	-0.40725
CHMP6	-0.0416666666666667
UPP2	0.30625
CYP19A1	-3.18375
CD151	0.0761666666666667
NDUFA13	-0.479333333333333
ARFRP1	-0.741333333333333
FAM26B	-0.76925
CRYBA1	-1.308
MRPL41	-0.00566666666666667
NPFFR2	-1.5485
HRH2	0.374
SCAMP3	-0.584166666666667
MTMR6	0.1083
MTG1	-0.092
UBTD1	-0.59175
CRABP1	-3.167
FLJ33790	-0.9561
KIAA1908	-2.104
GPR158	-1.01375
PACSIN3	-1.3845
OMD	-0.276833333333333
CATSPER1	-1.2545
HOXB8	3.739
FBXO46	1.875
OAS1	3.55183333333333
SVIL	-0.023
PHB2	0.22575
ADCY3	0.268
NDRG2	1.26583333333333
ERMAP	-0.0454
APBA2	-2.0765
IGSF9	1.00675
WNT6	-0.604571428571428
MYCBPAP	-0.945
ATP2B2	-0.1693
CPVL	-1.5244
TRAM2	-0.6455
NOP5/NOP58	0.4925
ZNRF4	-0.13925
TLK1	-0.260375
MTMR12	-0.687214285714286
ZNF384	0.112666666666667
FAM9B	-2.949
RPN1	0.5063
PMVK	-0.737
EIF3D	-0.0218
SIX2	-0.14575
HPS1	0.962928571428571
RNF7	-0.31975
PSKH2	0.029
KCTD13	-0.0491666666666667
CSMD3	-0.4
FBF1	-0.5945
IL8	-0.722
SERPINB13	0.276833333333333
FBXL20	0.09125
BLR1	0.263
SH2B1	-0.567666666666667
RFNG	-0.0635
RAB20	1.59183333333333
RBM7	-0.7255
POLR1A	0.114833333333333
TMPRSS4	4.03275
TAF9	-0.797
TERF2	-0.301833333333333
TNFRSF1A	0.61825
ACADVL	0.426166666666667
GTF2H5	-0.1325
EDG8	-0.418833333333333
C9orf140	0.872875
UST6	0.81775
ZBTB8OS	-0.53725
ZNF710	1.455
GPR174	-2.6065
ATP6V0A2	0.0645
KIAA0319L	-0.257416666666667
XKRX	3.671
DOPEY2	1.2642
SDHD	-0.205416666666667
SUMF1	0.94725
OSM	2.15175
OPN3	-1.7425
DAGLB	-0.242166666666667
PPFIBP1	-0.0842
TRIM63	-4.11475
C10orf53	0.489
LYPD3	-1.9405
BCL7A	0.247625
AGER	-1.21866666666667
TCF19	-1.02575
SAT2	0.142
PFTK1	-2.21933333333333
GABRE	0.25
C15orf38	0.798
FIS1	-0.65
KCNV2	-0.144
CLPS	0.418
PPCDC	-0.5875
FOXN2	0.886666666666667
NT5E	-2.5911
CD83	-0.026
IL18	1.060625
VPS16	0.27825
IGFBP2	0.446833333333333
NOTCH2	-1.3475
SIGLEC1	1.3635
CD93	3.9245
SULF2	-2.555
CEP164	-0.34625
P53AIP1	0.129333333333333
TOR2A	0.226666666666667
ZNF136	-0.417
MGP	-0.1115
CCDC144A	-1.00683333333333
TRPC1	-2.357
SMS	0.145666666666667
MAPK7	-0.218333333333333
RRAGC	0.05025
PARD6A	-1.22
NUB1	0.257166666666667
SYNGR4	1.104
OR11H12	0.0635
WIF1	0.21675
GCH1	0.548
OR11H4	-0.456
SLC44A5	0.0425
GPRIN2	2.77583333333333
LOC401431	-1.83333333333333
CPA4	-3.1135
MELK	-0.791777777777778
IL15RA	1.22175
CUL3	0.126375
HMBOX1	-1.849
PODXL	-2.218
CCT6B	-0.972333333333333
COMTD1	1.5595
MUC20	4.8305
GPX2	4.246875
ITK	-1.177125
FBXL5	0.0745
C13orf27	-1.5905
DEFA5	7.1025
TRHDE	0.393
MTP18	0.722166666666667
UQCRQ	0.9122
ITGB2	0.61475
CSRP2BP	0.136
TAS2R44	0.4735
PHPT1	-0.101625
FAM44C	-0.526
ERH	0.17775
MPHOSPH1	-0.1835
MORC1	-0.821
PARVB	0.1045
LAMA1	-2.45608333333333
PGBD3	-0.4965
GIMAP6	2.977
AREG	0.5255
LIPT1	-0.33
MGC99813	-1.866
C1orf201	0.682833333333333
GRIN2A	-1.1186
MAN2C1	-0.475875
NSUN5	-0.43325
SF3B5	0.266
MYC	0.689375
NRXN1	-0.528083333333333
ZNF18	0.25225
SPDYA	-0.1385
SLC37A1	1.9345
DECR2	0.12175
ANKRD38	-0.6955
SPTLC3	-3.1275
SUPT16H	-0.21
DTWD2	0.595
ULBP1	-0.364
ZADH1	-0.1235
OIP5	-1.084
IL10RB	0.252
OTUB2	1.092
VWA3A	0.134
SPIC	0.0641666666666667
OR6C4	0.0165
PSCD4	0.2385
DPY19L2P2	-1.12
TRAPPC6A	0.4975
C21orf2	-0.8425
CEMP1	-0.475
LIN7B	0.221
E2F7	-0.572666666666667
VCP	0.4676875
LAMA3	2.4095
BGN	0.9265
GPR160	1.94816666666667
COCH	-2.9405
GPR81	-0.503166666666667
APOBEC3F	-0.57875
tcag7.1017	-0.642
C1orf32	0.3125
SCGB1D2	-0.922
FLJ43987	0.821
C6orf170	-0.46375
KLK9	0.5795
GPD1L	0.3945
VPS37B	1.2265
ATG3	-0.309833333333333
ADAMTS17	-0.0765
KLHDC2	-0.667666666666667
NDUFV2	-0.2915
BLK	-2.03825
MATN4	-1.279
GPM6A	1.011
GBP4	2.71983333333333
TMEM162	0.4435
PKP2	3.022
HRASLS	-3.25333333333333
MMP1	0.736
SFXN3	-0.2801
FSD1	-1.62166666666667
ST6GALNAC3	-2.087
CA12	2.0034
NCOA6	0.6555
C19orf58	-0.4454
PPP4R1	-0.0723333333333333
MAN1A2	0.4435
IKBKAP	-1.41875
UPF1	0.0163333333333333
KIAA1219	0.0365
WNT16	0.437
SNW1	-0.650625
IL18RAP	2.49825
RPP30	-0.420625
CDC40	0.155357142857143
SETD3	0.5805
SLAMF6	0.087
ELK4	-0.225
TRIM47	0.339833333333333
ACOX3	0.391
TRIM6	-2.558875
KIAA0372	-0.438166666666667
TP53AP1	0.107375
SMURF2	-0.484
ADAD1	0.265
EBP	2.0051
KRTAP13-2	-0.32
FLJ36874	0.259166666666667
TOR1A	-0.176166666666667
P2RY4	1.1935
GPBP1	-0.519
TRPV1	0.407625
ADAMTS12	-0.724
PES1	0.0267
ATG4A	1.03066666666667
MAGEA10	-4.43875
WFS1	0.73025
CC2D1B	-0.122166666666667
PABPN1	0.2395
SLC25A30	-0.9975
SLCO1C1	-0.0653333333333334
SLC22A5	0.993
KIF23	-1.24066666666667
SYN2	-0.954333333333333
ASPN	5.408
CENTG2	0.82875
QSOX2	-0.5743
FLJ10815	0.288333333333333
STK24	0.22775
SPEG	-0.0765
STK10	0.1355
DACT2	-1.253
AAAS	0.143
SSX3	-1.374125
ABCD3	0.4401
C4orf12	-1.770625
PARVG	-0.220333333333333
FIG4	0.20325
C9orf46	0.217
TMCO6	-0.834
IGHMBP2	-0.3055
DUS2L	0.0195
FAM3C	-0.4870625
TMEM16D	-1.698125
DCTN4	-0.03875
KCNH3	-0.35325
EIF2AK2	0.9645
AP1S3	0.336125
CST4	0.2685
PAM	-0.3358125
NUTF2	0.361
CITED2	-1.8885
SLC39A4	1.24075
C2orf52	-1.693
GRM3	0.3625
C12orf49	1.291125
CCDC49	-0.1439
GRAMD1B	-1.1195
FNDC4	-0.836
SIAH2	-0.550125
GDPD4	-0.087
C21orf87	-0.186375
ATP5A1	-0.8715
C16orf63	-0.64325
LOC388135	-1.056
ATP5J2	-0.226375
MMP3	1.87375
EMID2	-0.4475
CRHR1	0.31525
WDR70	-0.65375
C13orf31	1.99575
ZFAND1	0.1375
CCL18	4.97333333333333
C3orf49	0.4945
RINT1	-0.1785
KIAA0408	-1.8625
F13A1	2.5076
SLC10A1	-0.291833333333333
OGN	-1.06075
GIPC2	3.312
XPO6	-0.295
LCE1A	1.293
FMR1	0.9828
LOC374920	0.032
DUSP3	0.00825
ANKMY1	0.1445
C7orf50	-0.771
BBS9	-1.0222
UNC119B	-0.08325
C9orf72	-0.126625
MGC35440	-1
ENTPD6	1.115375
PPP1R2P9	-0.1885
ERCC4	-0.17775
FAHD2B	-1.203
HMHA1	0.321
HACL1	-0.655
RAD23A	-0.175333333333333
FAM83B	1.00675
PPP5C	0.367
RNASEH2C	-0.61975
C9orf153	-0.383
SCAMP4	0.476
GHITM	0.8289
NDUFB7	0.123875
ADCYAP1	0.694666666666667
SP110	0.0355
MAP3K7IP2	-0.33975
DHH	0.242
AGRN	0.244857142857143
WDR33	0.1175
CEP290	-0.011
PRPS1L1	-0.7395
KLRA1	-0.277
GPR97	-0.268
CHD7	0.814333333333333
TLR10	0.43525
SLC30A8	-0.9675
HIC1	0.660833333333333
IAPP	0.6115
RXFP4	2.32575
GP1BB	2.17975
SHQ1	0.2615
NKX2-3	0.876333333333333
API5	0.07275
FTHP1	-0.2285
MOV10L1	-0.3785
TRIM6-TRIM34	1.19766666666667
ADHFE1	-1.81
FAM117A	-1.85025
DDI1	0.2055
CDON	-1.3585
TRIM73	-1.3675
IGKC	4.5105
MMP14	-0.0665
DYNC1LI1	-0.83025
C11orf66	0.20925
TRBV3-1	-1.24775
FASTKD5	0.93325
BIVM	-0.54425
LHX4	0.15375
CXCL2	4.8549
RAB2B	-0.7775
IZUMO1	-0.61175
MAP3K15	-1.461375
FAM19A2	-0.325333333333333
ZC3H8	-0.133
ZMAT1	-1.27275
SPINK5L3	-1.7075
SLC10A6	1.0965
APPL2	0.335875
CARD10	0.753
LOC402176	-0.49475
EEF1D	0.4987
RAB6A	0.3934
C12orf5	0.287
PAPOLG	-0.324
MSRB2	-0.023
BCR	0.640166666666667
PUS3	-0.0875
TIAM2	-0.0395
ZNF317	0.279333333333333
CHD2	-0.208142857142857
FZD5	1.73690909090909
NUDT8	0.6945
ZNF763	-0.7315
PRC1	-1.01911111111111
ABCB9	0.460333333333333
SPATA3	0.457
TRAK2	-0.15925
STAB1	2.678
LRRTM2	-0.1725
psiTPTE22	2.3375
DBI	1.65725
SERPINA11	-3.206
NAT5	-0.1135
C20orf58	-2.44925
RPS6KA4	0.354666666666667
FLJ90650	-1.0615
TGFBRAP1	0.14725
CHRDL2	3.6445
FAHD2A	-1.0905
CNTN1	-0.53625
BBS4	-1.796
TMEM181	0.27875
MINPP1	-0.05925
MPHOSPH6	-0.570833333333333
HOXC10	-1.9683
ITPKB	-0.471375
CLPTM1L	-0.138375
MEOX2	-1.74733333333333
ATP6V0C	0.019375
PRPF8	-0.428166666666667
TMC5	4.39675
FKBP3	-0.613
PLEKHB2	0.38625
OR4D6	-0.2275
ZNF544	-0.3987
D2HGDH	0.8145
RPL18A	0.1808
HEL308	-0.67725
MPP6	-3.0105
TCERG1	-0.51925
KRT16	-2.37116666666667
KLF17	-0.51225
KLF5	3.714
CDR1	0.633625
VCX3A	-3.301
FBLN2	-0.756125
C14orf104	-0.051
HBE1	-4.8222
OR4S2	0.167
C1orf108	-0.516833333333333
ROBO4	3.36566666666667
CPEB4	-0.11425
C11orf80	-1.30666666666667
BCKDHA	0.377833333333333
MYOC	0.3875
GIF	4.9735
CKMT1A	2.8645
RPL3	0.5984
THBS1	2.140125
APOO	-0.10325
ARMCX1	-1.6165
HSZFP36	1.05325
SNAPC5	-0.7785
EIF4ENIF1	0.12875
ZNF433	-1.69025
TNFRSF21	1.450125
TMPRSS7	-0.26
SPATA18	1.3534
HPDL	0.987
MKL2	-0.0147
TBX3	-0.507153846153846
C21orf93	0.696833333333333
DAXX	-0.02025
ELMO1	-0.7365
RGS13	0.4605
TAF11	-0.836
UNC13A	-2.7735
LOC653314	0.1898
ORC3L	-0.55475
IMAA	0.0755
TARBP2	0.24625
CABIN1	0.1653
TRIOBP	0.3386875
HIST1H2AC	-0.23725
RGS22	-2.85483333333333
NCOA1	0.341666666666667
IL25	0.27
SNCG	-0.662
GPR6	-0.1035
AMDHD1	-2.627
CHEK2	0.374625
C6orf142	-0.9775
DRD4	1.3715
C14orf68	-1.07475
GDF11	0.128
SEMG2	0.289
CD247	-0.9105
CDAN1	0.00575
RBMX2	0.472
TGS1	0.50625
OIT3	0.72625
SYF2	-0.34875
MCM4	0.35075
PKHD1L1	0.347
CEP192	-0.6745
IFT88	0.48025
RPL9	0.426285714285714
RAB32	0.98175
DDX43	1.20925
P2RX2	0.128833333333333
OR5D18	-0.591
UBE1	0.2305
SLC24A1	-0.359125
ARHGAP5	0.3285
CETP	-1.37625
KIAA1731	-0.408833333333333
SLC9A4	0.1905
PTPN6	1.14075
BAHD1	0.3695
GRIK3	-0.491
CACNB2	-0.2332
PDE10A	-1.605
DGCR14	-0.3895
PCDHB9	-1.34166666666667
RHOQ	-0.290666666666667
MAP3K4	-0.0055
KTI12	-0.014
RPL23AP13	-0.51675
GNG11	-1.9685
CLCN3	0.5905
GPAM	-0.470875
VSTM2A	0.1415
SLAMF7	2.10583333333333
INTS2	-0.77
PPP2CA	-0.7011
LRP12	-0.0552666666666667
SEC14L2	-0.353444444444444
DKFZP586H2123	2.75125
MC3R	0.244
CIRH1A	-0.660666666666667
HIST1H2AB	-0.0236666666666666
POLH	-0.109
MGC16703	-2.4335
SNAPC2	-1.0685
FILIP1L	1.33
RASGRP4	0.1695
LRRC1	2.073
GAS1	-1.922
PRAC	5.011
DGKA	0.386
NT5C3	0.0325
PEG3	-4.04908333333333
NADK	0.4195
PRR17	0.7645
LOC374569	-0.9875
SGSH	-0.269833333333333
NLRP8	0.284
GALT	0.0366
MCF2	-1.3025
ZNF263	0.231
TACSTD1	4.18566666666667
TYR	-6.3168
ATP6AP2	-0.0175
RNUXA	-0.4535
ABHD10	0.1428
GDPD2	0.611
SLC35C1	0.836
UBE2A	0.541625
HERC5	-0.9975
FAM112B	-4.696
FBXL16	-3.06425
DKFZP434A0131	0.10625
ELA3A	-2.353
RBM41	0.082375
HAO2	-0.1345
RNH1	-0.212
SHANK2	-0.208166666666667
OSBP2	-1.02725
DAK	-0.739
C3orf58	0.267
TCL1B	-0.9005
KBTBD2	-0.614625
SUGT1L1	-0.02675
UBE2E2	-2.25266666666667
MYL9	2.71
CDC23	-1.12966666666667
PBXIP1	0.4354
CXorf40B	-0.351
NBL1	2.08
RTBDN	0.407
RAB11FIP5	-0.4145
TTTY13	-0.759
SCOTIN	-0.00733333333333335
SOHLH1	-0.4875
CDKN1A	1.47521428571429
NCK1	-0.64725
ZNF550	-0.98
SAPS3	-0.0355833333333334
SPIN3	0.661333333333333
MAGEE2	-0.246
MIS12	-0.702333333333333
OR8H2	-0.236
KIAA0774	-0.975
UNC5D	-1.5385
CUL7	-0.818833333333333
LIPC	-2.97683333333333
DIO1	-2.97675
C20orf11	-0.0288
CTRL	-0.2355
HS3ST2	-0.1295
PAK4	1.34466666666667
CCRL1	-0.12825
RNF10	0.7085
ZNF567	-0.82125
ZNF660	-1.5965
TCEAL3	-1.987
MAGOH	0.272833333333333
CENPB	0.773666666666667
C19orf7	0.66125
LOC388965	-0.19325
ZCCHC13	0.8925
JMJD1A	-0.241
HIST1H4H	-1.1025
TBRG1	-0.4944
GPC3	-4.3915
TAF1C	-0.381
EBNA1BP2	-0.281
CIAPIN1	-0.189
PDGFRA	-0.758166666666667
CSTB	0.904625
CENPI	0.416833333333333
GTF2E2	0.447
RPP21	0.1645
CCNF	-0.2
KCNQ3	0.3265
FAM79A	1.207
SLC22A12	0.506
NOVA1	-1.622
FZD3	1.7671
AKAP8	-0.058
SOCS5	-0.758375
CFDP1	-0.5405
DLG5	-0.327
PGM5	1.22308333333333
C1orf144	0.263833333333333
HDAC10	0.138
RND2	-1.80975
C20orf199	-0.3655
RNMT	-0.287125
SLURP1	0.515125
ASTN1	-0.775142857142857
SH3BGR	-0.356
MYCL1	0.2965
ZHX1	-0.221666666666667
CENPK	-1.26475
FOSB	1.7366
LOC643406	0.218
C2orf59	-1.392
TMEM135	-0.799125
SLC27A2	1.8325
KRT33A	0.8625
OVOL1	2.368375
PAMCI	-3.68583333333333
S100A7	-0.9455
ZNF789	0.2105
HARS2	0.35975
RPL23A	-0.0956666666666667
TCF23	0.89075
UPF3B	0.06575
C17orf78	5.3125
HLA-DOB	1.22183333333333
C14orf142	-0.2905
TEKT5	2.35366666666667
DMWD	0.4445
POLD1	-0.362
GSCL	0.845
CALD1	0.00620000000000001
SCRT1	1.12083333333333
AIG1	0.13775
UNC84B	-0.42025
ZNF404	-0.731
TMED6	1.80825
KIAA1462	-0.141
LRRC27	0.0211666666666667
PYGO1	-0.222
PIGU	0.172666666666667
ALAS2	-3.26066666666667
WRNIP1	0.00375
CNNM3	0.702
ZNF2	-0.6235
ST3GAL5	-1.90383333333333
MRPL23	0.527
TSSK6	-0.53175
PSMA6	-0.4355
C16orf70	-0.854
KIAA1602	-0.46625
ALMS1	-0.528
DCN	-0.47725
TMEM132D	-0.478
SUCLG2	0.944
ABHD14A	0.085
DEXI	0.430833333333333
AMPD2	-0.588166666666667
IFNAR2	0.805666666666667
CYB5A	1.0817
TLOC1	-0.21205
NXF5	-0.902833333333333
NRBF2	-0.0445
KCTD3	-0.305
ITGAE	-0.267333333333333
SLC30A3	-1.7485
ZRF1	-0.559
IFRD2	0.265375
XAB1	-0.42675
PYCR2	-0.919333333333333
SERPINB3	-0.762
TMLHE	1.1404
GEFT	-0.60225
ABCA5	-0.137875
EMR4	0.307333333333333
TSFM	0.71325
HIST3H2BB	-1.35675
ARHGEF19	-0.803
TSPAN17	-0.181166666666667
ABCC8	-0.99475
MAP1S	-0.058
C22orf36	-0.03325
BNC2	-1.54421428571429
HIST1H4A	-0.93025
NDUFS3	-0.0528333333333333
WDR3	-0.3485
XKR4	-0.37625
TTC33	-0.721642857142857
STMN2	3.0985
CPN2	-1.52566666666667
HSPC105	0.800125
PCOLCE2	-5.38025
C3orf55	-0.8385
KLHDC9	0.890333333333333
TBC1D23	-0.09
ATXN2L	-0.741666666666667
MAP2K3	1.52458333333333
SCAP	0.0335
ZNF486	-1.17983333333333
C20orf96	1.1015
NARS	0.50675
ADAMTSL1	-1.67935714285714
PRCC	-0.164833333333333
CCDC126	-0.723916666666667
ZNF675	-1.694
CALCOCO1	0.32075
ANKRD43	3.96575
CWF19L2	-0.549333333333333
ZBTB32	1.706
BRAF	-0.728
ODF4	0.23725
MGC14376	0.593
HORMAD1	-2.55783333333333
AAK1	-0.0430833333333333
PEBP1	0.82725
TNFSF5IP1	0.0763333333333333
DKFZp564N2472	0.29675
RMND1	-0.30825
IGKV1-5	5.09225
COL1A2	1.24666666666667
SERPINA5	-4.289
AANAT	0.405
C19orf21	2.536
GEMIN5	0.68575
UBR4	-0.0546666666666667
LTBP3	-0.830333333333333
AMHR2	-2.65166666666667
PROCR	0.74125
MYBBP1A	0.74775
C20orf39	-0.455833333333333
ZNF697	-0.99975
PASK	-0.5215
ZNF776	-0.382666666666667
RFXDC2	-0.3465
KIAA0467	-0.17825
C10orf96	-2.00166666666667
ZNF503	0.522
GULP1	-1.27041666666667
KCNE4	-0.989666666666667
DKFZp434K191	-1.863375
LOC196913	0.2915
BHLHB4	2.076
CH25H	1.61075
LOC81691	-1.41383333333333
ALPL	-0.6405
COL12A1	1.2635
FOLR3	-3.0685
GPR123	0.322
TRIM62	-0.649714285714286
ABLIM1	1.10216666666667
MAST3	0.273
RHBDD1	-0.123833333333333
LOC338809	0.191
RYBP	0.40725
TTC26	-1.154875
ZNF22	0.0835
ISCA2	-0.22475
RDM1	-1.9965
PIGM	0.02975
GNB3	-0.8615
ACTR2	-0.0288
HMGB1	0.3928
EDG1	1.31216666666667
SOAT2	-3.66725
OR10AD1	0.699
RAP1GDS1	0.385
LCE1F	0.522
ESM1	-0.581375
RCN3	2.02725
CREBL1	-0.27075
DBNL	-0.3005
PTGER3	0.502375
USP30	0.824666666666667
BCL2L12	0.378166666666667
KIF26B	1.21375
ZNF416	0.3345
ZNF225	-0.4285
C17orf70	-0.491
ZNF554	-0.2215
RAE1	-0.404
TNIK	0.920666666666667
ACTN3	0.5735
MGC45922	2.26
CCNA1	-2.35083333333333
RYK	0.1615
IL26	1.047
LRP3	1.54
QARS	0.0225
SOX7	0.0201428571428571
BID	0.316875
OR2S2	0.4725
CXCL14	4.6485
C11orf47	-1.178
MGC29891	0.614333333333333
HSPB8	0.309
PRDM14	-1.127
NUFIP2	0.963
MNAT1	-0.7255
ZDHHC2	0.110333333333333
MBNL2	-0.153625
ADD3	1.42125
CSNK2A1P	-0.4285
KLK6	2.14883333333333
TMEM111	-0.5511
KIAA1279	-0.157
NUBP2	0.0541666666666667
RAB42	-2.1775
ID3	-0.4499
TM9SF1	-0.3715
MDP-1	-0.888
POU4F2	0.467
IQCK	-0.51075
C16orf14	0.99225
CAPN3	-0.765375
FAM43B	-0.558375
RECQL	-0.3375
AP1G1	-0.163714285714286
CTNNBL1	0.077
ECHDC1	0.363833333333333
SMARCC1	0.7436
FOXQ1	-0.12825
GNAI3	0.0603333333333333
POLG2	-1.54325
CD4	1.002875
ITLN1	5.424
EBI2	2.696
IRF1	1.61325
PTPRE	2.1363
PTK2B	0.11775
NXNL2	-1.9285
SOX4	0.215333333333333
TSPAN3	1.07933333333333
SH2D1A	-3.37783333333333
C8orf58	-1.0515
USP20	-0.9255
DUSP22	-1.13758333333333
CALB1	0.995333333333333
L3MBTL2	0.143916666666667
MCRS1	0.39125
TMEM118	-2.00116666666667
C18orf8	0.762
FLJ10241	0.094375
GJA12	0.09375
PKD1	-0.572166666666667
ZFP3	-0.017
JAM3	-1.642375
LAPTM4A	-0.0193
DIRC2	-0.07925
KIAA2022	-1.63683333333333
MYOM1	0.554
TRPM8	-3.00516666666667
MOP-1	2.34275
PHKG2	-0.271125
ZNF650	0.09
KIAA1522	0.7685
PSG8	-1.3285
DDX19B	-0.418
MOBKL1B	0.01525
DIAPH2	1.74125
PTPN12	-0.72
CLN8	0.7556
CRYZL1	-0.595333333333333
CRY2	-0.45875
FCGR2B	1.968
PNPLA4	0.450375
ZNF454	-0.5725
DKFZp434B1231	0.40975
CLDN11	0.1595
RFWD2	0.475666666666667
CIB2	0.6135
MXRA8	0.928
HRK	-0.477
MAML2	-1.243
C4orf31	-0.041
C6orf192	0.30475
COG6	0.343
FAM5B	-0.85525
NFATC1	-1.3519
SEPT10	-0.6295
SCYL1	-0.2453
RPP40	-0.3175
SCOC	-0.4188
KIAA1450	1.41225
CTDSPL2	-1.2505
TBX5	0.159666666666667
NAPG	0.687375
RHD	-4.3025
C14orf45	-0.512833333333333
ZBTB22	0.1245
PLCG1	-0.9345
ANKRD10	-0.19275
AQP7P2	-0.537
TAGLN2	0.2875
HTR2C	0.7595
SLC16A7	-2.21133333333333
C17orf83	0.226
TSGA14	-1.18733333333333
MDH1	-0.71775
PPP3R2	0.0983333333333333
DCBLD2	-2.26535714285714
RBM33	0.503375
DPH3	-1.0655
SYT10	-1.80133333333333
FMO4	-0.0215
THYN1	-0.848
DRD5	-1.926
OTOR	-0.00862500000000004
PGRMC2	-0.0174
KATNAL1	-2.0855
PAQR6	-1.46225
UBE2I	-0.2065
C14orf28	-0.391
C8orf70	0.59675
FLYWCH1	-0.92725
ANGPTL3	-1.09625
GLRX2	0.0308333333333333
ATP11A	-0.321928571428571
ARL5B	1.22
MUC16	-3.598
SLC25A5	0.816
ACRC	0.249
MYO1C	0.4995
FAM89B	0.0475
FAS	1.191875
KIFAP3	-0.1565
GLRA2	0.5955
BTN3A2	-0.5861
CNKSR3	0.344
CSTF3	-0.186833333333333
ARPM1	-0.14625
KIAA1530	-0.4795
C9orf150	0.839166666666667
PRKCI	0.33075
tcag7.1015	-0.253
SOD3	0.29225
ZNF574	0.88525
CYP21A2	-0.87225
RPL12	0.15825
COMMD2	-1.14875
WIZ	-0.2625
LOC344405	-0.60125
ALDH4A1	1.12511764705882
CRYAB	1.53025
COPA	-0.0496333333333334
PCDHGA7	0.823666666666667
KIF11	-0.494666666666667
RASD2	-0.515625
SLC26A3	3.318
ZNF175	-1.098
JAKMIP2	-2.1675
C8orf4	2.22266666666667
PTHLH	-1.27475
SLC40A1	3.36
OR7D4	0.462333333333333
PCDHB17	-1.3455
CD36	0.651285714285714
C6orf203	0.9952
PRKG2	-0.072
LOC400566	-0.02575
ANAPC13	-0.16175
SLCO3A1	-0.659
ZNF692	-1.1795
FANCL	-1.136
SH3GLB1	0.22475
C12orf61	-0.362
KBTBD6	-0.2015
SUPT5H	0.402875
XRCC6	-0.2727
HUS1B	-0.7381
FAM133B	0.000642857142857145
LOC728276	-0.293
KCTD18	-0.13175
SOS2	0.199
CCDC99	-1.34075
C1QTNF5	3.2955
NNAT	0.602333333333333
USP16	-0.132
LARS	-0.75075
ZBTB2	0.196
ABO	0.872
TRAF3	0.20025
GALNT5	0.9995
NAP5	-0.30275
ALG14	0.595333333333333
KIAA0515	-0.0859230769230769
WDR75	-0.1795
TEX261	-0.169666666666667
LY86	-0.7235
LOC389072	0.253
FLJ13611	-0.73675
MRGPRX2	0.3285
SNRPA	0.092875
OR2G2	0.1725
GPRASP2	-0.39125
C7orf42	-0.2998
