Hybridization REF	TCGA-A2-A0CP-01A-11R-A034-07
HIST1H2AB	0.4065
POLH	-0.358375
MGC16703	-1.9415
SNAPC2	1.177
FILIP1L	2.04125
RASGRP4	-0.014
LRRC1	1.81875
GAS1	2.14675
PRAC	-0.48
DGKA	-0.6315
NT5C3	-0.638
PEG3	-2.61983333333333
NADK	-1.64725
PRR17	-1.27125
LOC374569	0.03925
SGSH	0.4295
NLRP8	0.5345
GALT	-0.2093
MCF2	-1.379
ZNF263	0.02875
TACSTD1	0.716333333333333
TYR	-6.1606
ATP6AP2	0.138
RNUXA	0.08275
ABHD10	-0.1317
GDPD2	-1.523
SLC35C1	-0.063
UBE2A	0.3875
HERC5	-1.16566666666667
FAM112B	-4.514
FBXL16	2.93025
DKFZP434A0131	-0.39
ELA3A	-2.865
RBM41	-1.054875
HAO2	-0.166
RNH1	0.142625
SHANK2	1.11366666666667
OSBP2	-2.1175
DAK	-0.719666666666667
C3orf58	-0.0425833333333333
TCL1B	0.5795
KBTBD2	-0.644875
SUGT1L1	0.36025
UBE2E2	-0.432666666666667
MYL9	3.155125
CDC23	-0.614
PBXIP1	0.6281
CXorf40B	0.2785
NBL1	1.09975
RTBDN	-0.0895
RAB11FIP5	0.534375
TTTY13	-1.133
SCOTIN	-0.395083333333333
SOHLH1	-0.8564
CDKN1A	0.130857142857143
NCK1	0.02375
ZNF550	-0.47875
SAPS3	0.2355
SPIN3	0.928333333333333
MAGEE2	0.66375
MIS12	-0.627333333333333
OR8H2	0.1585
KIAA0774	-0.823666666666667
UNC5D	-2.1205
CUL7	-0.778666666666667
LIPC	-3.003
DIO1	2.64675
C20orf11	0.196
CTRL	-1.2365
HS3ST2	1.67675
PAK4	0.0395
CCRL1	4.116
RNF10	0.342375
ZNF567	0.181
ZNF660	0.4685
TCEAL3	1.17325
MAGOH	0.227166666666667
CENPB	-1.08
C19orf7	0.80575
LOC388965	0.16125
ZCCHC13	0.6915
JMJD1A	-0.6468
HIST1H4H	0.2145
TBRG1	-0.4219
GPC3	-3.60925
TAF1C	-1.17075
EBNA1BP2	-0.697666666666667
CIAPIN1	-0.73425
PDGFRA	0.660611111111111
CSTB	-0.62875
CENPI	-3.17516666666667
GTF2E2	-1.15716666666667
RPP21	-0.42
CCNF	-1.5505
KCNQ3	0.771
FAM79A	1.1955
SLC22A12	0.1415
NOVA1	-0.353333333333333
FZD3	0.9093
AKAP8	-0.83925
SOCS5	1.1005
CFDP1	-0.98
DLG5	0.587
PGM5	1.70625
C1orf144	-0.114333333333333
HDAC10	-2.147
RND2	-1.215
C20orf199	-0.30575
RNMT	-0.7365
SLURP1	2.64025
ASTN1	0.24125
SH3BGR	1.839
MYCL1	-0.85425
ZHX1	0.763166666666667
CENPK	-4.561
FOSB	1.3944
LOC643406	-0.03625
C2orf59	-0.8515
TMEM135	-0.14525
SLC27A2	-0.93875
KRT33A	2.3895
OVOL1	0.013625
PAMCI	-1.73633333333333
S100A7	-1.11
ZNF789	-1.054
HARS2	0.1365
RPL23A	-0.632333333333333
TCF23	0.14725
UPF3B	-0.78
C17orf78	0.523
HLA-DOB	0.954
C14orf142	0.187
TEKT5	1.4615
DMWD	0.0435
POLD1	-2.263
GSCL	0.3505
CALD1	1.6087
SCRT1	-0.106333333333333
AIG1	1.76175
UNC84B	-1.509
ZNF404	-1.58
TMED6	-3.727
KIAA1462	0.383
LRRC27	2.00716666666667
PYGO1	-0.1325
PIGU	-1.20433333333333
ALAS2	-3.445
WRNIP1	0.51125
CNNM3	-0.4445
ZNF2	0.36775
ST3GAL5	-0.890083333333333
MRPL23	-0.07125
TSSK6	-0.932
PSMA6	-0.77125
C16orf70	-1.03875
KIAA1602	0.21725
ALMS1	0.477
DCN	3.245375
TMEM132D	-0.591
SUCLG2	0.36175
ABHD14A	0.2315
DEXI	0.575333333333333
AMPD2	-1.508
IFNAR2	-0.166166666666667
CYB5A	2.7164
TLOC1	0.4184
NXF5	-1.00083333333333
NRBF2	0.17175
KCTD3	1.3885
ITGAE	-0.818
SLC30A3	-1.70033333333333
ZRF1	-1.235
IFRD2	-0.481375
XAB1	-0.0745
PYCR2	-0.841833333333333
SERPINB3	-4.9745
TMLHE	-0.2279
GEFT	-0.0797499999999999
ABCA5	-0.212375
EMR4	0.263
TSFM	-0.215
HIST3H2BB	-0.96075
ARHGEF19	0.21775
TSPAN17	-0.610833333333333
ABCC8	2.1855
MAP1S	-0.156333333333333
C22orf36	0.552
BNC2	1.31321428571429
HIST1H4A	-0.981
NDUFS3	-0.165666666666667
WDR3	-0.432333333333333
XKR4	0.11575
TTC33	-0.165642857142857
STMN2	4.87425
CPN2	-0.813666666666667
HSPC105	-0.515
PCOLCE2	-3.84875
C3orf55	2.031
KLHDC9	2.1675
TBC1D23	0.368875
ATXN2L	-0.95075
MAP2K3	-0.209583333333333
SCAP	-0.25175
ZNF486	0.849
C20orf96	1.12375
NARS	-0.3125
ADAMTSL1	-0.689714285714286
PRCC	-0.0411666666666667
CCDC126	1.26858333333333
ZNF675	0.17475
CALCOCO1	0.26025
ANKRD43	3.07375
CWF19L2	0.179333333333333
ZBTB32	1.54383333333333
BRAF	0.2325
ODF4	0.66075
MGC14376	1.2915
HORMAD1	-2.296
AAK1	0.14575
PEBP1	1.358
TNFSF5IP1	0.0973333333333333
DKFZp564N2472	0.39
RMND1	-0.2525
IGKV1-5	5.15275
COL1A2	3.93741666666667
SERPINA5	-1.724625
AANAT	0.5035
C19orf21	0.4185
GEMIN5	0.0685
UBR4	-0.472
LTBP3	0.955166666666667
AMHR2	-2.0175
PROCR	-0.30725
MYBBP1A	-0.97275
C20orf39	2.97683333333333
ZNF697	-0.0262499999999999
PASK	-1.061
ZNF776	1.19716666666667
RFXDC2	-0.05825
KIAA0467	0.11925
C10orf96	-1.28075
ZNF503	0.1405
GULP1	-0.3485
KCNE4	3.25816666666667
DKFZp434K191	-0.404875
LOC196913	0.175
BHLHB4	0.1115
CH25H	1.345
LOC81691	-1.66883333333333
ALPL	-0.234357142857143
COL12A1	3.831875
FOLR3	-2.43016666666667
GPR123	0.20325
TRIM62	-0.215285714285714
ABLIM1	1.0315
MAST3	-0.9525
RHBDD1	-0.105166666666667
LOC338809	0.1065
RYBP	1.637
TTC26	-0.258
ZNF22	0.3825
ISCA2	-0.09525
RDM1	-2.841
PIGM	0.458
GNB3	-2.1375
ACTR2	0.6853
HMGB1	0.92725
EDG1	3.70633333333333
SOAT2	-2.262
OR10AD1	0.8235
RAP1GDS1	0.732416666666667
LCE1F	0.615
ESM1	0.064
RCN3	2.6725
CREBL1	-0.68825
DBNL	-1.39616666666667
PTGER3	2.58
USP30	-0.215
BCL2L12	-0.673833333333333
KIF26B	3.00625
ZNF416	0.2235
ZNF225	-0.1225
C17orf70	0.0405
ZNF554	1.143
RAE1	-1.09733333333333
TNIK	0.815666666666667
ACTN3	1.144
MGC45922	-0.4055
CCNA1	0.6605
RYK	1.20933333333333
IL26	0.1895
LRP3	0.274666666666667
QARS	-0.56325
SOX7	1.01614285714286
BID	-1.04525
OR2S2	-0.3505
CXCL14	5.309
C11orf47	-0.5105
MGC29891	-0.059
HSPB8	0.9531
PRDM14	-1.662
NUFIP2	0.0125
MNAT1	-0.437125
ZDHHC2	-1.12891666666667
MBNL2	0.088625
ADD3	-0.436625
CSNK2A1P	-0.9345
KLK6	0.307166666666667
TMEM111	-0.1537
KIAA1279	0.655
NUBP2	0.395333333333333
RAB42	-0.25
ID3	-0.4308
TM9SF1	-0.3285
MDP-1	-0.07825
POU4F2	0.822
IQCK	2.4025
C16orf14	-0.3155
CAPN3	-1.3955
FAM43B	0.426875
RECQL	-0.82025
AP1G1	-0.183
CTNNBL1	-0.696666666666667
ECHDC1	-0.2915
SMARCC1	0.3004
FOXQ1	-1.05525
GNAI3	0.409833333333333
POLG2	-1.83525
CD4	0.771875
ITLN1	-0.80875
EBI2	3.21
IRF1	-0.4595
PTPRE	2.2074
PTK2B	-1.5615
NXNL2	0.6625
SOX4	0.812333333333333
TSPAN3	0.0998333333333333
SH2D1A	-3.36133333333333
C8orf58	-0.566166666666667
USP20	-1.2215
DUSP22	-0.132083333333333
CALB1	-2.74983333333333
L3MBTL2	-0.0913333333333333
MCRS1	-0.835
TMEM118	-0.876666666666667
C18orf8	0.214666666666667
FLJ10241	-0.458
GJA12	1.648
PKD1	-0.4875
ZFP3	0.113
JAM3	-0.074375
LAPTM4A	1.3796
DIRC2	0.266
KIAA2022	0.278166666666667
MYOM1	0.646833333333333
TRPM8	-2.31266666666667
MOP-1	0.012
PHKG2	0.309125
ZNF650	0.060875
KIAA1522	1.23725
PSG8	-0.768
DDX19B	-0.5975
MOBKL1B	-0.349
DIAPH2	0.508833333333333
PTPN12	-0.066
CLN8	-0.0503
CRYZL1	0.117333333333333
CRY2	0.419083333333333
FCGR2B	3.75633333333333
PNPLA4	2.005875
ZNF454	0.23
DKFZp434B1231	0.32175
CLDN11	1.3425
RFWD2	0.391833333333333
CIB2	-0.0253333333333333
MXRA8	4.3925
HRK	-1.0505
MAML2	-0.0895
C4orf31	2.24675
C6orf192	-0.083
COG6	0.533125
FAM5B	-0.05725
NFATC1	0.7257
SEPT10	0.2065
SCYL1	-0.8908
RPP40	-0.4775
SCOC	0.4263
KIAA1450	0.47575
CTDSPL2	-0.488
TBX5	2.31533333333333
NAPG	0.30375
RHD	-4.62075
C14orf45	2.1285
ZBTB22	1.1325
PLCG1	-1.4565
ANKRD10	-0.388125
AQP7P2	1.0185
TAGLN2	-0.268333333333333
HTR2C	-1.19816666666667
SLC16A7	0.3755
C17orf83	0.418666666666667
TSGA14	-0.545166666666667
MDH1	-0.7065
PPP3R2	0.0671666666666667
DCBLD2	-1.18707142857143
RBM33	-0.858125
DPH3	-1.288
SYT10	-0.823666666666667
FMO4	1.938125
THYN1	-0.2285
DRD5	-2.2395
OTOR	0.956
PGRMC2	0.0612
KATNAL1	0.475875
PAQR6	-0.7915
UBE2I	0.02025
C14orf28	0.2685
C8orf70	1.14625
FLYWCH1	-0.665875
ANGPTL3	-1.58933333333333
GLRX2	-0.345333333333333
ATP11A	-1.28864285714286
ARL5B	-0.3115
MUC16	-3.37575
SLC25A5	-1.592
ACRC	-0.7325
MYO1C	-0.228375
FAM89B	1.09033333333333
FAS	0.987875
KIFAP3	0.6575
GLRA2	-0.614
BTN3A2	-0.1192
CNKSR3	-0.072375
CSTF3	-0.959666666666667
ARPM1	1.12275
KIAA1530	-1.0365
C9orf150	4.2865
PRKCI	0.32425
tcag7.1015	-1.54275
SOD3	0.4245
ZNF574	0.268
CYP21A2	3.291
RPL12	0.66975
COMMD2	-0.16875
WIZ	0.3155
LOC344405	-0.90675
ALDH4A1	-0.217176470588235
CRYAB	3.39925
COPA	-0.194133333333333
PCDHGA7	-0.039
KIF11	-2.42725
RASD2	-0.624
SLC26A3	1.428
ZNF175	-0.662
JAKMIP2	-2.14857142857143
C8orf4	1.53916666666667
PTHLH	1.66475
SLC40A1	4.96591666666667
OR7D4	0.507
PCDHB17	-0.127
CD36	3.04278571428571
C6orf203	0.7231
PRKG2	-0.3525
LOC400566	2.08325
ANAPC13	0.49075
SLCO3A1	-0.6855
ZNF692	-1.936
FANCL	-1.3455
SH3GLB1	0.61125
C12orf61	-0.734
KBTBD6	1.36175
SUPT5H	-0.069875
XRCC6	-1.0809
HUS1B	-0.5073
FAM133B	0.616285714285714
LOC728276	-0.2925
KCTD18	1.21275
SOS2	1.0205
CCDC99	-2.052
C1QTNF5	4.41
NNAT	0.504833333333333
USP16	-0.37975
LARS	-0.4605
ZBTB2	0.37075
ABO	0.654833333333333
TRAF3	0.07775
GALNT5	-0.83
NAP5	2.781375
ALG14	1.28566666666667
KIAA0515	-0.0497307692307693
WDR75	0.243
TEX261	-0.614333333333333
LY86	1.30825
LOC389072	-0.1935
FLJ13611	0.0355
MRGPRX2	0.301
SNRPA	-1.314875
OR2G2	0.419
GPRASP2	0.831
C7orf42	0.7887
C9orf163	-0.5365
CYP11B2	1.6165
FCRL3	0.31
PRDX1	-0.49675
FGB	-6.2335
COX17	-0.0072
C16orf33	-0.35725
PIWIL1	0.2045
FOLR1	-2.03883333333333
KIAA0082	-0.5975
FREQ	-0.626833333333333
TMCC2	-1.551
TCF12	0.52775
ZNF721	0.6485
FAM130A2	0.5695
POU4F1	-3.8225
SNRPF	-0.681375
SGIP1	2.22466666666667
ZNF641	0.469166666666667
EMG1	-0.2565
PRRG4	1.9265
HIRA	-3.48225
MYNN	0.154833333333333
AEBP2	-0.294666666666667
TBXA2R	0.324
ISL2	-1.86533333333333
PCDHB11	0.1695
RNF144A	-0.1495
MARCH5	0.621125
DULLARD	-0.421
DCLRE1B	-0.892666666666667
ITGA8	1.854
TP73	-0.491875
PRKCD	1.1935
NDUFB4	0.20175
ATP13A4	0.89675
ANTXR2	0.012
COL4A3	-0.304
MYO10	-1.6077
SLC6A18	0.15925
PEX1	-0.0815
TMEM74	-1.31066666666667
RBM19	0.15
TAPBP	-0.1944
RUNX1	2.4785
MID1	-0.91925
GPR64	-1.29633333333333
RASEF	4.1555
GABRG1	0.2705
MYO16	-0.2085
DBF4	-2.32
TSHZ2	3.40125
RIPK2	0.359875
PPTC7	0.263666666666667
KIF4B	-1.785
LRRC31	0.632571428571429
ZNF540	1.63175
EFNB3	0.414333333333333
LOH12CR1	0.67125
STON2	0.502666666666667
GLP1R	0.8565
CSTF2T	0.11825
IREB2	-1.006375
GRSF1	-0.10575
PDCD7	-0.00166666666666667
LRRC43	0.817
CNR1	1.0155
IL1F7	-0.5925
C12orf64	0.09825
FAM69B	-1.413
NR2E1	-2.0776
MS4A6A	2.3477
FTL	-0.9024
C7orf36	0.296
PCLO	1.8544
DYRK2	1.09366666666667
ARIH2	0.288375
SAMD7	-0.011
SCNN1D	-0.66275
SLC32A1	-1.42528571428571
C22orf25	-1.53583333333333
MRPS18A	-0.5398
GPR112	0.205
EARS2	0.4985
ERN2	0.039
ATPBD3	-0.565
PRH2	-0.3865
CDKN2D	-0.282833333333333
PGLYRP2	2.5225
TRIM40	0.287666666666667
SEC14L3	0.0818
SLC22A1	-0.03525
BTN2A3	0.09075
RASA4	-0.15125
CCNL2	-0.576
MYBPC3	0.383
GJA4	3.58425
CDC42SE1	0.360625
TRPV2	-1.5975
MYPN	-3.8027
SIM1	0.3775
CDADC1	0.898583333333333
ZFHX4	2.8105
NIBP	1.14866666666667
ADAMTS19	0.65375
ABTB2	-0.5065
TSPYL2	-0.61425
EIF2S3	-0.6539
SOX30	0.01975
AP2A1	-1.095
DKFZP564O0523	-0.367333333333333
LOC285398	-0.17
CDH18	0.75975
CHL1	2.504375
GATS	-0.411
TBC1D2B	0.0535
OR1J1	0.4685
GSN	1.95133333333333
DPCR1	0.066125
GARNL4	-1.4418
SMARCA5	-0.2455
PLEKHG3	0.346
ZBTB45	0.5875
FRMD6	0.681666666666667
PLS1	0.0651666666666667
DGKZ	0.189333333333333
EFNA1	0.9902
WDR85	-1.037875
ANK2	0.609
PAGE4	-1.65566666666667
SENP6	0.83
AKR7A2	-0.214666666666667
FKBP10	-1.28725
VEGFC	-1.07866666666667
LARP1	-0.38525
SRBD1	0.51025
ITGB6	2.33825
SLC1A2	-0.381285714285714
INVS	-0.671
MPO	0.5595
MOBKL3	-0.1455
CUTL2	-0.312
KLK2	-0.0735833333333333
VIM	-0.27325
REG1B	0.0656666666666667
PCDHGC4	-0.1335
C3orf34	0.299666666666667
SUMO3	-0.440166666666667
CST9L	1.222
MLL4	-1.487
SPR	1.40433333333333
SAMD9L	0.65075
ABCE1	-0.16175
SUPT3H	-0.0608333333333333
ACTBL1	0.44625
ADAMTS4	0.913833333333333
SLIT3	3.75975
RHEBL1	-2.08725
NPM2	-1.55325
MAN1C1	0.420375
KIAA1856	0.300416666666667
HSPA6	2.2225
LOC388152	0.072
C10orf140	-1.02
ZDHHC12	-0.974
LIN7A	-0.9421
PHC2	-0.0325833333333333
SPHK1	0.3385
TRIM26	-0.2550625
FAM83E	-0.5515
C18orf24	-2.662
ZNF578	0.148333333333333
ORAI1	-0.79925
RUVBL1	-0.886916666666667
C7orf20	-0.7055
APAF1	-0.877
SLC36A4	-1.32633333333333
MYH11	5.16066666666667
NEK1	0.8714
MPP2	-0.564875
C12orf24	-1.81
TNK2	0.298125
ZNF289	-1.497
MATN3	1.26414285714286
IFNGR2	1.2405
ITPR1	0.298125
EBF3	3.4372
TBC1D20	-0.133
OR10P1	0.11
DDAH2	1.251
SHPRH	0.00737499999999999
STX7	-0.1085
LOC554248	-1.51225
BCAR1	0.03425
ATXN3	0.204083333333333
TRIM27	-0.8935
CDC42EP2	0.8415
CHP	0.323428571428571
SOX17	1.94025
ZNF259	-0.8095
CHCHD1	0.165125
ZDHHC19	0.099
GBP2	3.421
GARNL3	2.053
MRC2	0.02025
C1orf52	-0.18475
AOF2	-0.399
LRPPRC	-0.0822
ACVR1C	0.348
TM4SF18	3.59883333333333
TMEM169	-0.303166666666667
PPP1R16A	0.510875
EBF1	0.7455
RRS1	0.989833333333333
SNX2	-0.54875
OR2T2	-0.3285
RBX1	-0.1565
ANKRD54	-0.211333333333333
TSNAX	0.402833333333333
TMEM83	-0.58475
ZBTB7A	1.5345
ATM	-1.52
LOC338328	2.939
TIE1	1.3065
HIST1H3G	-0.0641666666666667
PASD1	-4.45516666666667
TINAG	0.1765
PCDHAC2	0.918
LRRC15	1.503
WBSCR17	-2.00725
TFF2	-0.886
PARP2	-0.9835
NDFIP2	-0.39075
PCDHGB2	-0.326
WDR60	0.63475
MAP7D2	-1.6071
USP45	-1.248
GSDML	-1.1005
TNS1	0.3182
PLCD4	1.26125
IQCD	0.6015
SMPX	-2.01425
CD9	1.00016666666667
SRGN	0.922
CASP7	1.684625
INOC1	0.0836666666666667
DKFZp451M2119	-1.2075
VMAC	1.2955
USP53	0.2432
CAMK1G	-0.5855
TMEM106A	0.519666666666667
CDC20	-3.2632
ACSL5	-0.138333333333333
CBWD5	-0.384875
C1orf87	-1.33333333333333
KIAA1274	0.897
PRUNE2	-1.56542857142857
LYPLA2	-0.9865
DOK6	-0.224833333333333
GPR149	-0.111
FAM30A	2.8545
TMEM129	0.63375
SLC35B3	0.18025
ACPP	-0.3128
LOC200261	-1.0195
SLC4A7	2.6215
CCDC40	2.44825
GART	-1.741875
THOP1	-1.29925
SCARB1	-1.529125
CACNA1F	-0.317
TRIAP1	0.0825
SYT14L	-0.296
SFRS8	0.115166666666667
PBOV1	0.68625
GOLSYN	2.63575
GJB7	-2.307
CAMK2N1	1.60233333333333
GREM1	3.9105
FLJ20433	0.5665
QPCT	-2.974
PRKAG2	1.36116666666667
H2AFX	-1.233125
C6orf154	1.1695
PLOD3	-1.6375
ZBTB39	-0.522166666666667
WASF3	-0.151583333333333
DRG1	-0.84225
PRR4	0.3535
SPCS1	-0.62725
KDELR3	0.127
SRP19	0.205666666666667
GABRA6	-0.1195
MFSD1	0.138
MMEL1	2.5885
PDXDC2	-0.1974
BUB1	-5.21533333333333
RNF138	-1.29325
MYLPF	-0.6492
AIF1	0.692166666666667
DYNLRB1	0.1797
HCN3	-1.27783333333333
HIST1H2AI	-0.496
MAP4K5	0.715333333333333
LASP1	0.453625
LOC130951	0.692
PLAA	0.998125
KRT6A	-0.1395
C6orf117	-1.109625
ARHGAP23	-1.252
PTF1A	-0.3755
GPHA2	-0.88975
LCE3B	0.04025
MCL1	0.46
EHBP1	0.1455
PRNP	-0.769
ZSCAN1	0.86875
C1orf113	1.79983333333333
FOXA3	-3.636
NEB	0.045
ASGR1	-4.83166666666667
CTGF	2.00683333333333
RAB17	1.14216666666667
MST101	0.3435
JARID1B	1.0016
USP37	0.4959
PTBP1	-1.482
PTPN7	-1.53433333333333
CDC7	-2.591
SNX7	0.01625
ZNF335	-0.45925
CPT2	0.069
HEATR1	-1.207
HSPC152	0.24425
C5orf40	0.407
PSME1	0.093
STAG3	-2.07075
TMEM154	1.05683333333333
KLHL32	-0.312666666666667
TSGA10IP	-1.635
SUV420H2	-1.02966666666667
SF1	-0.1615
2'-PDE	0.0336875
PNLIPRP2	3.7875
TRSPAP1	0.22425
NUP210	-1.38216666666667
ANP32C	-2.04216666666667
RAB11B	-0.1975
ASB15	0.8495
ITGB3BP	-2.08125
UBASH3A	-1.64625
YWHAB	0.397625
TPRX1	-0.541
LY6G5C	-0.353125
SLC7A2	0.200625
CLK1	0.4702
HSD3B7	-0.1425
VDR	2.956
C16orf74	-0.21675
ACE	0.06425
PSMA2	-0.645333333333333
CCDC131	0.0716249999999999
ZNF213	1.617
EML2	-0.42925
ALS2CR13	0.215666666666667
GLYATL1	1.866
DSPP	0.2925
DHFRL1	-0.425625
C10orf30	-0.0493333333333333
SH3RF2	0.383166666666667
LOC197322	-1.0635
DLL3	-2.40571428571429
TIGD7	0.301
GFRA3	0.183
CPA1	-0.166
RTN4	-0.419666666666667
PPT2	-1.806
FASLG	2.18791666666667
FOXP4	-0.314125
RPL26	0.7509
GNL3L	-1.898
FMR1NB	-0.749833333333333
CD163	6.8605
SGPP2	0.6495
GIMAP2	0.515
CD37	0.216666666666667
DPT	3.9365
NBLA00301	2.83075
RGS5	2.54483333333333
C9orf4	0.31
ACTL8	-3.25333333333333
PRKAR2B	-0.84725
OPLAH	0.991833333333333
C20orf134	1.65675
SPACA5	0.195
TBL1X	-0.713666666666667
TSPYL3	0.048
CHCHD3	-1.40275
CRKRS	-0.2105
GPR65	4.1675
DFFA	-0.340625
FUT1	0.92425
C6orf204	-0.153666666666667
TMEM51	0.1785
ZNF580	0.19525
CMTM2	0.52875
C20orf200	-0.137
EZH1	0.246
FDX1L	-0.124375
MRPL32	-0.255
PCAF	-1.2163
ALOX15B	2.41416666666667
CD59	1.19675
CDK9	0.25575
ERP29	-0.328333333333333
TTR	-5.7195
BCMO1	-0.6895
DDIT4	0.5595
PTGDS	3.578
C3orf63	0.299833333333333
BST2	0.407875
CYP1A2	0.05
C5orf25	-1.7615
STX1A	-1.18941176470588
OR2A12	0.272
SH3BP5L	-0.374
SERINC5	-0.472375
USP6	-0.7229
MRPL3	-0.489
POMP	-0.31925
INPP4B	0.77525
GMPPB	-0.5725
EAPP	0.7045
AHSA1	-1.018
ABCA11	0.586
SLC5A6	-0.300166666666667
HIVEP2	1.20125
SUMO2	0.1545
KIAA1822L	-1.45983333333333
C11orf67	1.01475
TXK	-0.21825
PHCA	-0.614
ICAM4	-3.07833333333333
FPGS	0.284666666666667
SNRPA1	-1.58225
KCNJ4	-1.08133333333333
KIF6	0.9518
HIST1H2BG	-1.56
SLC5A5	0.47525
ZNF354B	-0.0663333333333333
IL12RB2	-1.11575
C11orf76	0.227666666666667
GAL3ST2	0.3905
AIFM2	-0.729375
SYNC1	0.411125
UBL3	0.7445
PIK3CG	-1.277
NLN	-0.268444444444444
BCORL1	0.487
CD5L	-0.6
ZNF238	1.405
KIAA1394	-0.99525
C16orf55	-0.0526
CYP3A7	-2.849
KRTAP3-1	-2.2305
TFDP1	-0.905
MND1	-3.7905
NODAL	-0.245666666666667
GTPBP4	-1.0035
TUBGCP2	-0.1115
SLITRK5	-1.58325
CIC	0.88975
CD79A	0.789166666666667
SAMD14	0.8385
TNPO3	-1.468
OR10G3	-0.081
OR10G8	0.5995
CCDC111	-0.7385
HOXC9	1.396
DCUN1D1	0.418
CYB5R1	1.232
TSR2	-0.01875
DAB2IP	1.0876
SLC6A5	-0.1785
RAB3D	0.90825
DCUN1D4	-1.2245
ERBB3	0.52375
SDC1	1.31766666666667
ATP6V1H	0.554666666666667
SYK	1.2145
ST20	-0.7995
C13orf30	0.195
WDR40A	0.740333333333333
ADMR	0.1235
LOC388335	2.097
ACSM1	2.004
TDG	-0.000833333333333343
FLJ11235	0.9185
MRPS5	-1.07133333333333
AGPAT2	-0.8935
SLC12A1	0.157625
CYP27A1	-1.7715
THAP7	-1.87175
XPO1	-0.884833333333333
ALMS1L	0.582666666666667
C1orf2	-0.4285
ZNF777	0.167666666666667
CAMK2A	-0.0932
SMC1B	-0.94475
IHPK2	0.215133333333333
LEMD1	-1.4155
NKD2	-0.2063
CLU	0.186571428571429
ARMETL1	0.768
PABPC4	-1.4025
CXCL12	3.95
TFAP2C	0.8069
TTTY8	-0.353
ABCB10	-1.5004
ENDOD1	0.658333333333333
IDI1	-2.3115
KCTD6	1.41033333333333
CCDC105	0.2375
ULBP2	-1.681
ZDHHC5	0.31475
WNT8A	-0.4935
COMMD10	-0.43575
KLHL12	-0.258125
GPR50	0.7565
NR5A2	0.353625
OXGR1	2.49366666666667
EHD3	0.1265
CAPRIN2	-0.725375
KLRC3	-2.20425
SF3B1	0.201071428571429
IPO7	-0.155
ALDH1A1	0.311833333333333
ANKRD5	-0.4925
TSNARE1	0.8015
DDEFL1	1.85625
RNASEL	1.355
DNAH9	-0.68525
HELLS	-2.3605
TNS4	2.0845
NAV1	0.7584
KIAA1409	-0.1775
C20orf26	3.61633333333333
TUBG1	-1.7025
IRX2	2.1245
CNGA4	-0.273
MGC50559	1.44766666666667
OR4K17	0.594666666666667
TM2D2	1.23316666666667
FAM32A	-0.47275
TXNDC14	-0.8115
CCBL1	-1.548
ANK1	-2.9687
PRSS23	-1.049625
PPM1L	0.2745
SPATA20	-0.07625
APCS	0.4375
C14orf122	-0.930833333333333
PSMB5	-0.34725
C6orf10	-0.0901111111111111
SETDB2	0.3105
SPNS3	-1.19325
SGMS2	0.256666666666667
MXD3	-2.0835
MON2	0.1945
CARTPT	0.17025
HNF4A	-1.46816666666667
RABEP1	0.9385
TNFRSF10B	-1.35375
USH1G	-0.0665
PPAP2B	-1.12416666666667
TMEM16K	-0.48075
CTDSP1	0.931333333333333
CDK5R1	-0.211
GABRR1	-0.425
OPN1LW	0.2285
FAM98C	0.863
DBN1	-0.108125
ACAD10	-1.14483333333333
QTRTD1	-0.11025
WNK3	-0.5945
RPS19	-0.140125
C1QB	2.98975
OTUD5	-0.41075
SLC41A2	0.9755
TMEM22	-1.40966666666667
KHSRP	-0.607416666666667
TNFRSF11A	-0.693166666666667
FBL	-0.687833333333333
IBTK	0.897333333333333
OXER1	-0.041
CBLN4	0.694875
GPR172B	2.07216666666667
CFTR	-1.49725
VSX1	1.9625
CAMK1D	0.0577499999999999
LOXL3	-3.0675
RTP4	1.135
SLFNL1	0.5385
KIAA0828	-0.776125
PAR5	0.0445
LOC723972	-2.031
GDI2	-0.14675
CEBPA	-0.0661
MLF2	-0.637
AFMID	-0.807
ALOX12B	-0.309
BPHL	0.3415
COX5B	-0.173
S100A10	0.3524
THOC6	0.9745
NHN1	-0.65975
RRP12	-0.471666666666667
ARID3B	-2.39825
CD3G	-1.89316666666667
KIAA0133	-0.3925
NAT11	-0.967
PPAT	-0.142166666666667
SIRT3	0.666
TCERG1L	-1.34175
NIPA1	-0.6806
DPP8	0.1884
IL7R	1.47216666666667
ZFP64	-0.274333333333333
DMAP1	-0.4995
TRMT12	1.2105
TLR4	1.3951
WFIKKN2	0.33825
RAB12	-0.6335
DDX51	-0.237333333333333
KIAA1086	-3.109
ZNF295	-0.272833333333333
ACVR2B	-0.858785714285714
LOC494150	-1.03875
ZNF517	-0.198
DNASE1L2	-2.0285
SUFU	0.735416666666667
LOC283677	-0.8515
LMO3	0.015
PPP2R5D	-0.565333333333333
ZNF587	-0.3151
HIST4H4	0.09975
CYP2C8	0.34775
C1orf80	-0.1955
DOCK5	-1.58216666666667
C9orf24	0.18075
OR5AR1	0.1635
C11orf24	0.4405
UNQ1940	-0.7495
CAP2	1.30316666666667
TIMM44	-1.3425
DSEL	0.0222
ROM1	1.0475
FBXO4	0.562
MYLC2PL	-1.98275
MLH3	0.6362
NOX1	0.366
DPEP2	1.58775
DNAJB5	1.153
RLTPR	0.03
