Hybridization REF	TCGA-A8-A08C-01A-11R-A00Z-07
GTF2E2	-0.378666666666667
RPP21	-0.0795
CCNF	-1.199
KCNQ3	0.818
FAM79A	1.76575
SLC22A12	0.6275
NOVA1	2.7355
FZD3	1.2414
AKAP8	-0.93725
SOCS5	0.082
CFDP1	-1.56325
DLG5	1.205
PGM5	0.0478333333333333
C1orf144	0.34725
HDAC10	-1.1425
RND2	-0.08125
C20orf199	-0.8465
RNMT	0.031625
SLURP1	0.687125
ASTN1	-0.6585
SH3BGR	1.60175
MYCL1	0.62175
ZHX1	1.18866666666667
CENPK	-3.93
FOSB	-0.0236
LOC643406	1.133
C2orf59	-1.09325
TMEM135	-0.531875
SLC27A2	-0.2545
KRT33A	0.4895
OVOL1	1.622
PAMCI	-3.24366666666667
S100A7	0.5325
ZNF789	-1.0245
HARS2	0.05625
RPL23A	-0.000666666666666667
TCF23	-0.097
UPF3B	-1.96225
C17orf78	0.16
HLA-DOB	1.17816666666667
C14orf142	0.434833333333333
TEKT5	0.784333333333333
DMWD	0.214
POLD1	-1.92033333333333
GSCL	0.005
CALD1	-0.4943
SCRT1	0.604833333333333
AIG1	0.61925
UNC84B	0.185
ZNF404	0.28975
TMED6	-3.63425
KIAA1462	0.2695
LRRC27	2.63716666666667
PYGO1	-0.3895
PIGU	-0.523
ALAS2	-3.69233333333333
WRNIP1	0.845125
CNNM3	0.4045
ZNF2	0.378
ST3GAL5	-0.540166666666667
MRPL23	-0.1405
TSSK6	0.281
PSMA6	-0.5755
C16orf70	-0.559
KIAA1602	-0.18075
ALMS1	0.2295
DCN	1.8
TMEM132D	-0.897
SUCLG2	0.83075
ABHD14A	1.2115
DEXI	1.457
AMPD2	-0.367166666666667
IFNAR2	-0.829833333333333
CYB5A	3.3825
TLOC1	1.02255
NXF5	0.127166666666667
NRBF2	-0.399625
KCTD3	2.31275
ITGAE	-0.598833333333333
SLC30A3	-2.06933333333333
ZRF1	-0.7275
IFRD2	0.00925
XAB1	-0.22875
PYCR2	0.523666666666667
SERPINB3	-4.746
TMLHE	0.492
GEFT	-0.639625
ABCA5	-1.76125
EMR4	-0.106333333333333
TSFM	0.26475
HIST3H2BB	0.5735
ARHGEF19	0.88925
TSPAN17	0.155833333333333
ABCC8	0.963
MAP1S	0.631333333333333
C22orf36	0.77675
BNC2	-0.153928571428571
HIST1H4A	-0.97375
NDUFS3	-0.366666666666667
WDR3	-0.488833333333333
XKR4	-1.58433333333333
TTC33	-0.629428571428572
STMN2	2.6115
CPN2	-1.2805
HSPC105	1.97325
PCOLCE2	-3.58
C3orf55	0.201
KLHDC9	4.3195
TBC1D23	0.417875
ATXN2L	-0.821416666666667
MAP2K3	0.0229166666666667
SCAP	0.1265
ZNF486	-0.385666666666667
C20orf96	0.0295
NARS	0.169
ADAMTSL1	2.02414285714286
PRCC	0.928
CCDC126	1.31041666666667
ZNF675	-0.972
CALCOCO1	1.00275
ANKRD43	-0.85575
CWF19L2	0.098
ZBTB32	0.4665
BRAF	0.54125
ODF4	0.63025
MGC14376	0.359166666666667
HORMAD1	-2.6275
AAK1	-0.14375
PEBP1	0.455583333333333
TNFSF5IP1	0.324166666666667
DKFZp564N2472	0.261
RMND1	2.433375
IGKV1-5	1.431
COL1A2	2.45783333333333
SERPINA5	-4.28925
AANAT	0.7415
C19orf21	0.493166666666667
GEMIN5	-0.16925
UBR4	-0.585166666666667
LTBP3	0.998166666666667
AMHR2	-2.93966666666667
PROCR	-1.5475
MYBBP1A	-0.19075
C20orf39	1.56016666666667
ZNF697	-1.486
PASK	-0.8835
ZNF776	0.6
RFXDC2	0.114125
KIAA0467	-0.14675
C10orf96	-2.10975
ZNF503	-2.0035
GULP1	-0.305083333333333
KCNE4	-1.10616666666667
DKFZp434K191	-0.391875
LOC196913	0.258
BHLHB4	1.2395
CH25H	-0.6055
LOC81691	0.081
ALPL	-0.231
COL12A1	2.460625
FOLR3	-2.91016666666667
GPR123	0.253428571428571
TRIM62	0.247285714285714
ABLIM1	0.369
MAST3	0.59
RHBDD1	0.773166666666667
LOC338809	-0.4445
RYBP	0.0885
TTC26	1.03375
ZNF22	-0.504833333333333
ISCA2	0.13675
RDM1	-2.019
PIGM	1.6035
GNB3	-0.923
ACTR2	-0.3155
HMGB1	-0.3762
EDG1	1.69583333333333
SOAT2	-3.537
OR10AD1	-0.285
RAP1GDS1	-0.235083333333333
LCE1F	0.5905
ESM1	-1.50225
RCN3	1.81475
CREBL1	-0.20325
DBNL	0.0366666666666667
PTGER3	2.891625
USP30	0.352
BCL2L12	-0.659333333333333
KIF26B	2.50675
ZNF416	0.792
ZNF225	-0.0025
C17orf70	0.18025
ZNF554	0.89525
RAE1	-1.407
TNIK	0.874666666666667
ACTN3	0.2715
MGC45922	1.2575
CCNA1	-1.92233333333333
RYK	0.398666666666667
IL26	0.4505
LRP3	0.900833333333333
QARS	0.6625
SOX7	0.321928571428571
BID	-1.27625
OR2S2	0.4285
CXCL14	4.38525
C11orf47	-0.967
MGC29891	1.72433333333333
HSPB8	0.5598
PRDM14	-1.1205
NUFIP2	0.436
MNAT1	-0.861875
ZDHHC2	-1.6265
MBNL2	0.261625
ADD3	-0.66625
CSNK2A1P	-0.68325
KLK6	-2.33483333333333
TMEM111	0.6269
KIAA1279	0.586
NUBP2	0.623666666666667
RAB42	-1.26625
ID3	-1.2143
TM9SF1	0.58325
MDP-1	-0.78225
POU4F2	0.803
IQCK	2.8905
C16orf14	0.587
CAPN3	-1.438375
FAM43B	0.050625
RECQL	-1.2925
AP1G1	-0.959928571428571
CTNNBL1	-0.956166666666667
ECHDC1	-2.586
SMARCC1	0.0875
FOXQ1	-1.5395
GNAI3	-0.313
POLG2	-1.61025
CD4	1.19425
ITLN1	-1.17425
EBI2	2.3445
IRF1	0.6115
PTPRE	0.1808
PTK2B	-0.05
NXNL2	2.6375
SOX4	-0.345444444444444
TSPAN3	0.312833333333333
SH2D1A	-3.78966666666667
C8orf58	0.044
USP20	-0.289
DUSP22	-0.696
CALB1	-2.29283333333333
L3MBTL2	1.52725
MCRS1	-0.1815
TMEM118	-1.66533333333333
C18orf8	0.8465
FLJ10241	-0.16075
GJA12	0.50125
PKD1	0.0391666666666667
ZFP3	0.2435
JAM3	-2.02825
LAPTM4A	1.0158
DIRC2	0.44325
KIAA2022	1.33616666666667
MYOM1	0.209833333333333
TRPM8	-3.47816666666667
MOP-1	1.51825
PHKG2	0.224875
ZNF650	0.643
KIAA1522	1.45975
PSG8	-2.301
DDX19B	-0.7385
MOBKL1B	-0.094
DIAPH2	-0.576083333333333
PTPN12	0.41725
CLN8	0.4658
CRYZL1	-0.0876666666666667
CRY2	0.606166666666667
FCGR2B	3.31366666666667
PNPLA4	1.65875
ZNF454	-0.404
DKFZp434B1231	-0.131
CLDN11	0.2666
RFWD2	0.783
CIB2	-1.34366666666667
MXRA8	2.026
HRK	-0.0459999999999999
MAML2	-1.27925
C4orf31	-1.296
C6orf192	0.95
COG6	0.934
FAM5B	4.69825
NFATC1	1.7854
SEPT10	-0.98825
SCYL1	-0.0515
RPP40	-0.248
SCOC	0.2719
KIAA1450	0.44175
CTDSPL2	-0.53125
TBX5	1.09866666666667
NAPG	-0.34975
RHD	-4.576
C14orf45	2.73983333333333
ZBTB22	1.4665
PLCG1	-1.6745
ANKRD10	-0.817375
AQP7P2	0.64175
TAGLN2	0.980333333333333
HTR2C	-1.38116666666667
SLC16A7	-2.01466666666667
C17orf83	0.77
TSGA14	0.47225
MDH1	-0.443
PPP3R2	0.161666666666667
DCBLD2	-1.93707142857143
RBM33	-0.54975
DPH3	-1.20225
SYT10	-1.2735
FMO4	2.741625
THYN1	-0.653
DRD5	-2.1885
OTOR	0.148625
PGRMC2	0.058
KATNAL1	-0.492125
PAQR6	-1.05025
UBE2I	0.1085
C14orf28	0.73625
C8orf70	-0.638
FLYWCH1	0.340625
ANGPTL3	-1.46125
GLRX2	0.289
ATP11A	-0.853571428571429
ARL5B	-0.458
MUC16	-2.31
SLC25A5	-1.44621428571429
ACRC	-1.07525
MYO1C	0.341625
FAM89B	0.744833333333333
FAS	-0.094875
KIFAP3	2.0915
GLRA2	-0.055
BTN3A2	1.401
CNKSR3	-1.08625
CSTF3	-0.6615
ARPM1	1.637
KIAA1530	-0.401
C9orf150	-2.14566666666667
PRKCI	-0.0975
tcag7.1015	-1.14125
SOD3	-1.476
ZNF574	0.52475
CYP21A2	2.971
RPL12	1.012
COMMD2	-1.03425
WIZ	0.0735
LOC344405	-1.5
ALDH4A1	-0.345529411764706
CRYAB	1.6085
COPA	1.14853333333333
PCDHGA7	1.08416666666667
KIF11	-1.71066666666667
RASD2	-0.220625
SLC26A3	1.55
ZNF175	-0.2915
JAKMIP2	-3.093125
C8orf4	-1.2565
PTHLH	4.9465
SLC40A1	6.61658333333333
OR7D4	0.703833333333333
PCDHB17	-0.838
CD36	2.41014285714286
C6orf203	0.8024
PRKG2	0.133
LOC400566	2.69625
ANAPC13	1.0665
SLCO3A1	-1.723
ZNF692	-0.991
FANCL	-1.5215
SH3GLB1	0.34275
C12orf61	-1.014
KBTBD6	0.33325
SUPT5H	0.041125
XRCC6	-0.1945
HUS1B	-1.4313
FAM133B	-0.597142857142857
LOC728276	0.095
KCTD18	0.6015
SOS2	1.06166666666667
CCDC99	-2.25975
C1QTNF5	3.74
NNAT	0.906833333333333
USP16	0.2455
LARS	-0.840875
ZBTB2	0.53675
ABO	0.426
TRAF3	0.14425
GALNT5	-2.092
NAP5	-1.208
ALG14	1.366
KIAA0515	0.696576923076923
WDR75	0.5175
TEX261	-0.143666666666667
LY86	0.493
LOC389072	-1.554
FLJ13611	-0.12275
MRGPRX2	0.316
SNRPA	-1.303625
OR2G2	0.3785
GPRASP2	1.6165
C7orf42	0.5104
C9orf163	-0.16
CYP11B2	-0.477
FCRL3	0.6824
PRDX1	-0.1425
FGB	-6.95383333333333
COX17	0.571833333333333
C16orf33	0.36275
PIWIL1	-0.1125
FOLR1	-2.33816666666667
KIAA0082	0.01625
FREQ	-0.0648333333333333
TMCC2	-1.92733333333333
TCF12	-0.0355833333333333
ZNF721	0.50425
FAM130A2	1.20575
POU4F1	-2.6195
SNRPF	-0.71825
SGIP1	1.14116666666667
ZNF641	0.891166666666667
EMG1	-0.754875
PRRG4	1.3085
HIRA	-1.63925
MYNN	0.924333333333333
AEBP2	0.0830833333333333
TBXA2R	0.999166666666667
ISL2	-1.44116666666667
PCDHB11	-0.4285
RNF144A	-0.6305
MARCH5	0.7765
DULLARD	0.0701666666666667
DCLRE1B	-0.867666666666667
ITGA8	-0.0215
TP73	-0.100625
PRKCD	1.4835
NDUFB4	0.172
ATP13A4	0.06625
ANTXR2	-0.617333333333333
COL4A3	-0.968333333333333
MYO10	-2.984
SLC6A18	0.946
PEX1	0.1265
TMEM74	-0.974833333333333
RBM19	0.5295
TAPBP	1.15555
RUNX1	1.963125
MID1	-2.46808333333333
GPR64	-1.7965
RASEF	4.41875
GABRG1	0.32
MYO16	-0.91775
DBF4	-1.69
TSHZ2	1.5725
RIPK2	0.2925
PPTC7	-0.267
KIF4B	-1.2815
LRRC31	1.43225
ZNF540	2.2685
EFNB3	-0.347666666666667
LOH12CR1	-0.073625
STON2	-0.0241666666666667
GLP1R	0.42875
CSTF2T	-0.336
IREB2	-1.48525
GRSF1	-0.04275
PDCD7	-0.8065
LRRC43	3.9655
CNR1	-0.0768333333333334
IL1F7	-0.766
C12orf64	-1.09775
FAM69B	0.7385
NR2E1	-2.52733333333333
MS4A6A	1.8075
FTL	-1.0191
C7orf36	0.175
PCLO	1.4818
DYRK2	0.00316666666666666
ARIH2	-0.39825
SAMD7	-0.131
SCNN1D	0.099
SLC32A1	-0.841428571428571
C22orf25	0.038
MRPS18A	-0.0638
GPR112	-0.074
EARS2	0.54525
ERN2	0.91
ATPBD3	0.0933333333333333
PRH2	-0.3235
CDKN2D	-0.584166666666667
PGLYRP2	1.79075
TRIM40	0.157
SEC14L3	0.424166666666667
SLC22A1	-0.86275
BTN2A3	0.081
RASA4	0.4405
CCNL2	-0.771666666666667
MYBPC3	0.586
GJA4	3.69625
CDC42SE1	1.0095
TRPV2	-1.86275
MYPN	-4.8367
SIM1	0.1385
CDADC1	0.3085
ZFHX4	0.7885
NIBP	0.825333333333333
ADAMTS19	-2.45275
ABTB2	-2.17175
TSPYL2	-1.334125
EIF2S3	-0.445
SOX30	-0.5435
AP2A1	0.3595
DKFZP564O0523	0.141666666666667
LOC285398	0.02575
CDH18	-5.1345
CHL1	-0.0945
GATS	-0.5306
TBC1D2B	-0.440333333333333
OR1J1	-0.395
GSN	0.179333333333333
DPCR1	0.267125
GARNL4	1.05416666666667
SMARCA5	-0.26975
PLEKHG3	0.596166666666667
ZBTB45	0.8185
FRMD6	-1.02866666666667
PLS1	-0.668833333333333
DGKZ	0.414833333333333
EFNA1	1.8348
WDR85	-0.36875
ANK2	-0.7095
PAGE4	-0.998
SENP6	1.63583333333333
AKR7A2	-0.0495
FKBP10	-1.17475
VEGFC	-2.53033333333333
LARP1	-0.2531875
SRBD1	-0.2955
ITGB6	2.923
SLC1A2	-0.852769230769231
INVS	-0.787
MPO	2.109
MOBKL3	-0.0556
CUTL2	1.677875
KLK2	-0.00858333333333335
VIM	-2.18475
REG1B	0.261333333333333
PCDHGC4	0.367666666666667
C3orf34	1.23666666666667
SUMO3	-0.410333333333333
CST9L	-2.09075
MLL4	-0.484
SPR	0.982166666666667
SAMD9L	1.30425
ABCE1	-0.32775
SUPT3H	-0.099
ACTBL1	0.162
ADAMTS4	2.35733333333333
SLIT3	2.6605
RHEBL1	-1.84
NPM2	-1.785
MAN1C1	-0.9315
KIAA1856	1.18008333333333
HSPA6	1.88025
LOC388152	-0.973
C10orf140	3.16775
ZDHHC12	0.134
LIN7A	-1.9945
PHC2	-0.293416666666667
SPHK1	-0.6
TRIM26	0.5715625
FAM83E	-0.9295
C18orf24	-1.9984
ZNF578	0.300333333333333
ORAI1	0.00875
RUVBL1	0.43925
C7orf20	-0.570833333333333
APAF1	-0.932
SLC36A4	-2.14716666666667
MYH11	4.51416666666667
NEK1	0.2208
MPP2	-0.567375
C12orf24	-1.89025
TNK2	0.916375
ZNF289	-0.43125
MATN3	-0.894857142857143
IFNGR2	1.33816666666667
ITPR1	1.199375
EBF3	2.4823
TBC1D20	0.2037
OR10P1	0.38275
DDAH2	1.574
SHPRH	-0.0715
STX7	0.0965
LOC554248	-1.425
BCAR1	-0.36475
ATXN3	0.27025
TRIM27	0.336
CDC42EP2	0.7035
CHP	0.364357142857143
SOX17	2.062375
ZNF259	-0.654
CHCHD1	0.50175
ZDHHC19	-0.3015
GBP2	2.6
GARNL3	1.88775
MRC2	0.003
C1orf52	-1.0645
AOF2	-0.7865
LRPPRC	-0.1017
ACVR1C	-0.421666666666667
TM4SF18	2.51733333333333
TMEM169	-0.540333333333333
PPP1R16A	1.099125
EBF1	-0.0726666666666667
RRS1	0.216666666666667
SNX2	-0.30875
OR2T2	0.8255
RBX1	-0.393
ANKRD54	0.628666666666667
TSNAX	0.907166666666667
TMEM83	-1.949
ZBTB7A	0.925
ATM	-1.07608333333333
LOC338328	1.81666666666667
TIE1	1.15633333333333
HIST1H3G	0.307333333333333
PASD1	-4.451
TINAG	0.91725
PCDHAC2	0.049
LRRC15	0.72125
WBSCR17	-1.64175
TFF2	0.439
PARP2	-1.12575
NDFIP2	0.063375
PCDHGB2	0.662
WDR60	0.309
MAP7D2	-2.0351
USP45	-0.822
GSDML	-1.7345
TNS1	-0.2469
PLCD4	-0.85275
IQCD	1.663
SMPX	-2.6025
CD9	0.083
SRGN	0.059375
CASP7	0.222375
INOC1	0.190666666666667
DKFZp451M2119	-0.4805
VMAC	1.9625
USP53	1.0332
CAMK1G	-0.962
TMEM106A	0.366333333333333
CDC20	-2.6363
ACSL5	-1.0855
CBWD5	0.081875
C1orf87	-1.8365
KIAA1274	-0.32025
PRUNE2	-2.7825
LYPLA2	0.494666666666667
DOK6	-1.7295
GPR149	0.02275
FAM30A	0.177
TMEM129	0.64275
SLC35B3	1.508
ACPP	-0.9631
LOC200261	-0.362
SLC4A7	-0.8692
CCDC40	3.647
GART	-1.159875
THOP1	-1.682
SCARB1	-1.11975
CACNA1F	0.72625
TRIAP1	-0.210833333333333
SYT14L	0.502
SFRS8	-0.7815
PBOV1	0.2205
GOLSYN	4.19825
GJB7	-1.9155
CAMK2N1	-0.5855
GREM1	2.33083333333333
FLJ20433	1.7935
QPCT	-3.424625
PRKAG2	1.09966666666667
H2AFX	-1.613
C6orf154	2.71325
PLOD3	-1.08575
ZBTB39	-0.676833333333333
WASF3	0.277083333333333
DRG1	-0.557
PRR4	-1.0195
SPCS1	0.55975
KDELR3	0.511833333333333
SRP19	-0.421833333333333
GABRA6	-0.233333333333333
MFSD1	1.0545
MMEL1	2.6205
PDXDC2	0.1334
BUB1	-4.17033333333333
RNF138	-0.70075
MYLPF	-0.939333333333333
AIF1	-0.472
DYNLRB1	0.3183
HCN3	-0.848
HIST1H2AI	-0.212
MAP4K5	-0.559333333333333
LASP1	0.25075
LOC130951	1.3965
PLAA	0.45575
KRT6A	-3.0345
C6orf117	-2.86975
ARHGAP23	-0.774
PTF1A	0.068
GPHA2	-0.55725
LCE3B	0.2975
MCL1	0.753142857142857
EHBP1	-1.32933333333333
PRNP	-0.7260625
ZSCAN1	0.78875
C1orf113	-0.760166666666667
FOXA3	-3.630125
NEB	1.22425
ASGR1	-5.53833333333333
CTGF	0.552
RAB17	0.3985
MST101	-0.4385
JARID1B	1.2232
USP37	-0.2295
PTBP1	-0.351333333333333
PTPN7	-0.685333333333333
CDC7	-2.89916666666667
SNX7	0.279
ZNF335	-0.16025
CPT2	0.87775
HEATR1	0.23475
HSPC152	-0.0575
C5orf40	0.00700000000000003
PSME1	0.567166666666667
STAG3	-2.0305
TMEM154	0.7645
KLHL32	-0.4855
TSGA10IP	-1.649
SUV420H2	-0.359333333333333
SF1	-0.7999
2'-PDE	0.3848125
PNLIPRP2	-4.4685
TRSPAP1	-0.140833333333333
NUP210	0.0906666666666667
ANP32C	-0.282833333333333
RAB11B	0.5795
ASB15	0.7545
ITGB3BP	-0.822
UBASH3A	-1.58225
YWHAB	0.0727500000000001
TPRX1	-0.24425
LY6G5C	0.73475
SLC7A2	-2.637125
CLK1	-0.1878
HSD3B7	1.3015
VDR	2.76775
C16orf74	0.40575
ACE	0.52975
PSMA2	-0.296
CCDC131	-1.024125
ZNF213	1.63766666666667
EML2	0.06125
ALS2CR13	0.5885
GLYATL1	2.2975
DSPP	0.2565
DHFRL1	-0.31825
C10orf30	-2.232
SH3RF2	-1.86133333333333
LOC197322	-0.525166666666667
DLL3	-1.7365
TIGD7	-0.7155
GFRA3	-0.0615
CPA1	0.303333333333333
RTN4	-0.548
PPT2	-1.44216666666667
FASLG	2.28325
FOXP4	0.6855
RPL26	0.7682
GNL3L	-1.48183333333333
FMR1NB	-0.2295
CD163	7.18825
SGPP2	1.33425
GIMAP2	0.86325
CD37	0.408833333333333
DPT	2.06208333333333
NBLA00301	1.3005
RGS5	1.28566666666667
C9orf4	-0.3065
ACTL8	-3.08483333333333
PRKAR2B	-0.532625
OPLAH	0.767333333333333
C20orf134	2.196
SPACA5	-0.418
TBL1X	0.234166666666667
TSPYL3	0.8105
CHCHD3	-1.13625
CRKRS	-0.124
GPR65	5.08975
DFFA	-0.43275
FUT1	-0.073
C6orf204	-2.24333333333333
TMEM51	-0.93925
ZNF580	0.43975
CMTM2	0.016
C20orf200	-0.8555
EZH1	-0.0838333333333333
FDX1L	-0.21975
MRPL32	-0.421
PCAF	-0.8786
ALOX15B	1.744
CD59	0.270541666666667
CDK9	0.37625
ERP29	-0.287333333333333
TTR	-5.56325
BCMO1	-0.5765
DDIT4	-2.1389
PTGDS	1.732
C3orf63	0.581166666666667
BST2	-2.133125
CYP1A2	-0.402166666666667
C5orf25	-1.19575
STX1A	-0.82
OR2A12	0.364
SH3BP5L	1.203
SERINC5	-0.2695
USP6	-0.8338
MRPL3	0.324166666666667
POMP	-0.042
INPP4B	0.241125
GMPPB	1.48325
EAPP	0.52425
AHSA1	-0.614
ABCA11	-0.2245
SLC5A6	0.2335
HIVEP2	-0.3925
SUMO2	-0.853875
KIAA1822L	2.095
C11orf67	0.18575
TXK	-0.530875
PHCA	0.20075
ICAM4	-2.70266666666667
FPGS	0.821
SNRPA1	-1.5425
KCNJ4	-0.94975
KIF6	2.046
HIST1H2BG	0.2195
SLC5A5	0.10175
ZNF354B	-0.292666666666667
IL12RB2	0.64025
C11orf76	0.188833333333333
GAL3ST2	0.31
AIFM2	-0.952625
SYNC1	-0.30975
UBL3	0.097125
PIK3CG	-1.34883333333333
NLN	-0.8726
BCORL1	0.4595
CD5L	0.59325
ZNF238	3.717
KIAA1394	-0.96375
C16orf55	-0.3957
CYP3A7	-1.598
KRTAP3-1	-2.5345
TFDP1	-0.670166666666667
MND1	-3.6255
NODAL	-0.234
GTPBP4	-1.0775
TUBGCP2	0.7135
SLITRK5	-4.0775
CIC	0.876
CD79A	0.426666666666667
SAMD14	1.30833333333333
TNPO3	-0.168
OR10G3	0.799
OR10G8	0.822
CCDC111	0.1985
HOXC9	-0.0645
DCUN1D1	0.0704166666666667
CYB5R1	2.226
TSR2	0.1215
DAB2IP	0.6152
SLC6A5	0.256
RAB3D	2.09
DCUN1D4	-0.391166666666667
ERBB3	1.47366666666667
SDC1	1.01941666666667
ATP6V1H	0.2105
SYK	0.078
ST20	-1.21325
C13orf30	1.0465
WDR40A	0.613833333333333
ADMR	0.85
LOC388335	2.32225
ACSM1	0.947
TDG	-0.96525
FLJ11235	0.18175
MRPS5	-1.19333333333333
AGPAT2	0.220166666666667
SLC12A1	0.599571428571429
CYP27A1	-0.334
THAP7	-0.47975
XPO1	-0.460333333333333
ALMS1L	0.240166666666667
C1orf2	1.19525
ZNF777	0.279166666666667
CAMK2A	-0.156333333333333
SMC1B	-0.801
IHPK2	0.135466666666667
LEMD1	-4.066
NKD2	-0.195
CLU	2.02964285714286
ARMETL1	-0.0965
PABPC4	-0.69825
CXCL12	1.82466666666667
TFAP2C	-1.0219
TTTY8	0.0105
ABCB10	-0.4973
ENDOD1	-0.409833333333333
IDI1	-2.1915
KCTD6	1.84866666666667
CCDC105	-0.4095
ULBP2	-1.44833333333333
ZDHHC5	0.28425
WNT8A	0.142666666666667
COMMD10	0.348
KLHL12	0.64875
GPR50	0.6705
NR5A2	0.0152857142857142
OXGR1	-0.2148
EHD3	0.02975
CAPRIN2	-1.8135
KLRC3	-3.742
SF3B1	0.0609999999999999
IPO7	-0.626
ALDH1A1	-2.03433333333333
ANKRD5	1.35825
TSNARE1	0.0635
DDEFL1	-0.91175
RNASEL	1.66633333333333
DNAH9	-1.26775
HELLS	-2.927
TNS4	-1.4725
NAV1	-1.0456
KIAA1409	-0.1525
C20orf26	4.36316666666667
TUBG1	-1.39425
IRX2	2.98575
CNGA4	-0.1925
MGC50559	1.89883333333333
OR4K17	0.455833333333333
TM2D2	0.824916666666667
FAM32A	-0.18975
TXNDC14	-0.04625
CCBL1	-0.7185
ANK1	-3.2307
PRSS23	-1.95725
PPM1L	0.0075
SPATA20	-0.057
APCS	0.196666666666667
C14orf122	-1.0825
PSMB5	-0.365375
C6orf10	-0.0211
SETDB2	0.182666666666667
SPNS3	-1.47525
SGMS2	-0.502
MXD3	-1.31683333333333
MON2	0.0586
CARTPT	-0.20475
HNF4A	-0.6955
RABEP1	2.0324
TNFRSF10B	-0.72925
USH1G	-0.746
PPAP2B	-2.689
TMEM16K	-0.11675
CTDSP1	0.540666666666667
CDK5R1	-0.8105
GABRR1	-0.264
OPN1LW	0.134
FAM98C	0.942125
DBN1	-0.003625
ACAD10	-0.266416666666667
QTRTD1	0.1375
WNK3	-2.20516666666667
RPS19	-0.580125
C1QB	3.420875
OTUD5	-0.304375
SLC41A2	1.09216666666667
TMEM22	-2.67416666666667
KHSRP	-0.892833333333333
TNFRSF11A	0.830666666666667
FBL	-0.886166666666667
IBTK	0.1735
OXER1	0.0765
CBLN4	1.748
GPR172B	1.18816666666667
CFTR	-1.70525
VSX1	0.5095
CAMK1D	-0.8695
LOXL3	-2.537
RTP4	0.706
SLFNL1	0.52775
KIAA0828	-0.09125
PAR5	-0.04
LOC723972	-0.14675
GDI2	0.184875
CEBPA	0.6221
MLF2	-0.101166666666667
AFMID	0.03075
ALOX12B	-0.439
BPHL	0.822125
COX5B	-0.497
S100A10	-0.3883
THOC6	0.50275
NHN1	-0.719
RRP12	0.03
ARID3B	-2.4805
CD3G	-2.75183333333333
KIAA0133	0.148
NAT11	-0.9125
PPAT	-1.302
SIRT3	0.9428
TCERG1L	-2.09825
NIPA1	0.1614
DPP8	-0.1291
IL7R	-1.349
ZFP64	0.288166666666667
DMAP1	-0.2592
TRMT12	0.2275
TLR4	0.8125
WFIKKN2	-0.0825
RAB12	-1.23983333333333
DDX51	-0.217166666666667
KIAA1086	-3.55125
ZNF295	-0.682666666666667
ACVR2B	-0.715142857142857
LOC494150	-0.823375
ZNF517	0.6505
DNASE1L2	-2.0085
SUFU	0.64575
LOC283677	0.2575
LMO3	-1.08866666666667
PPP2R5D	0.0188333333333333
ZNF587	-0.6098
HIST4H4	0.01825
CYP2C8	1.119
C1orf80	0.8255
DOCK5	-0.6785
C9orf24	1.266
OR5AR1	0.24
C11orf24	-0.5935
UNQ1940	-0.28975
CAP2	0.29
TIMM44	-0.8125
DSEL	-2.2866
ROM1	-0.15775
FBXO4	0.63425
MYLC2PL	-1.61675
MLH3	0.7809
NOX1	0.8045
DPEP2	0.86525
DNAJB5	-0.65825
RLTPR	-0.2515
MBIP	-0.432
COPB1	0.252
SFTPA1B	0.6605
C10orf4	-0.108
PRELID1	-0.31675
NOLA1	-0.571
C19orf24	0.48625
TLR9	-1.8415
HLA-DMA	3.46558333333333
HCRP1	-0.264
GPR137	0.633666666666667
ITGA11	-0.0851666666666667
PHF13	0.3725
MARK4	0.176333333333333
METTL4	-0.209
MBD3	-0.3797
LOC134145	0.00562499999999999
FGF3	0.44275
SLC35A3	0.1715
CLEC16A	0.70875
AMOTL1	-2.07841666666667
FLJ31438	0.3545
PAICS	-1.111
TOMM40L	1.22483333333333
MMD	-1.92975
KLK10	1.5509
NIT2	0.678166666666667
SERPINB10	-0.1545
KLF15	0.0467
CCDC5	0.516
WSB2	0.020125
ME3	-0.2395
CACYBP	-0.0878333333333333
TCTN2	1.6075
JAK1	0.8005
C2orf25	-0.4125
GPD2	0.505
FBXL11	-0.161166666666667
CDV3	0.71
GALNT11	0.571625
NDUFA12L	-1.3333
FLOT1	0.523357142857143
TOR1AIP2	1.01925
MMP25	0.73625
C1orf164	0.3541
CHST5	-0.1875
LYRM4	0.30325
GPER	-2.1015
HIPK2	1.46091666666667
DAP	0.2274
ZMIZ1	0.179
DDX58	3.048625
DCC1	-2.769
AKT1	-0.26975
ENPP6	0.637
ERVWE1	-0.9285
CDC34	-0.40725
RNF125	-0.86175
CASC1	5.32375
SHROOM2	-0.646
RRM2B	0.6595
COL6A3	0.87175
TMEFF1	-2.48525
PLEKHA4	-0.4148
LYSMD1	0.765166666666667
SEPT1	-0.950666666666667
AOF1	0.882
GNPAT	1.0515
WDR18	-0.288
HSD17B12	-0.229833333333333
HIST1H2BM	0.723
INDOL1	-0.271
SUDS3	0.944
C1orf192	3.455
CYP2B6	-0.11
TBC1D2	1.13183333333333
SLC25A12	2.328375
ERCC6L	-2.86616666666667
MGC10814	-1.15383333333333
POLR2C	-1.36016666666667
ZNF77	-0.106833333333333
EIF3K	-0.6561
HPX	-0.272
ANKRD27	-0.772875
MALAT1	-1.54
PLB1	0.7935
HRNBP3	-0.638
CPSF4	-0.64175
