Hybridization REF	TCGA-AN-A0FT-01A-11R-A034-07
FAM18B	-0.3095
LONRF2	-0.416166666666667
PTPN2	-0.6395
SF3A3	-0.718333333333333
EFCBP2	0.26325
HCFC1	-1.29
AHNAK	0.3275
ACTR5	-0.74425
KIF14	-1.00685714285714
TENC1	1.168
HEATR5B	0.315
YIPF2	1.04516666666667
MYEOV2	0.383
DUSP18	1.812
KIAA1012	-0.0575
AHR	-0.1525
C17orf53	-1.78166666666667
PTPRH	-1.981
ATP6V1C1	-0.0917
TAS2R3	0.2035
LOC440356	-0.28925
COQ10B	0.36575
PSMF1	-0.228333333333333
SORBS2	-1.1125
NFE2L2	-0.522
TMCO7	-0.7485
SH3PXD2A	1.011
SH2D2A	-1.299
SPINK5	-3.4375
MRPS24	-0.3005
OPA3	1.4075
TRAF7	-0.7995
C4orf35	-0.115666666666667
MT1G	-0.745625
MGC39545	0.80175
HS1BP3	0.5951
OR2B2	0.79
CHRM4	0.7355
SFRP2	2.75225
RIC3	-0.19825
ART1	0.102
C6orf1	2.020375
DUS4L	-1.90325
C10orf104	-0.55575
TNFAIP6	2.41875
RTEL1	-1.0805
CCT4	-1.9084
ZNF709	-0.5985
CHMP6	0.280666666666667
UPP2	0.0635
CYP19A1	-1.761625
CD151	-0.457833333333333
NDUFA13	-0.5
ARFRP1	-1.5665
FAM26B	2.19175
CRYBA1	-1
MRPL41	2.03383333333333
NPFFR2	-2.029625
HRH2	0.076
SCAMP3	-0.365833333333333
MTMR6	0.6043
MTG1	-0.89
UBTD1	1.6695
CRABP1	2.0405
FLJ33790	-0.1162
KIAA1908	-0.2815
GPR158	-3.33875
PACSIN3	0.291166666666667
OMD	3.94616666666667
CATSPER1	-0.834166666666667
HOXB8	-0.196714285714286
FBXO46	1.823
OAS1	1.90966666666667
SVIL	-0.267
PHB2	-1.282
ADCY3	-0.755
NDRG2	1.34783333333333
ERMAP	-1.3524
APBA2	-1.9515
IGSF9	2.88425
WNT6	0.134
MYCBPAP	-0.362
ATP2B2	0.9469
CPVL	-1.0813
TRAM2	0.0715833333333334
NOP5/NOP58	1.417
ZNRF4	0.0635
TLK1	0.488125
MTMR12	-0.305214285714286
ZNF384	-0.5445
FAM9B	-2.3785
RPN1	0.7134
PMVK	0.7175
EIF3D	0.1402
SIX2	-0.25075
HPS1	0.779142857142857
RNF7	-0.5395
PSKH2	0.694
KCTD13	0.393833333333333
CSMD3	-1.0698
FBF1	-0.521
IL8	-4.797625
SERPINB13	0.56125
FBXL20	2.2245
BLR1	0.675
SH2B1	-0.0486666666666667
RFNG	-0.183375
RAB20	0.405666666666667
RBM7	-3.5455
POLR1A	-0.520833333333333
TMPRSS4	1.62275
TAF9	-2.1885
TERF2	-0.376166666666667
TNFRSF1A	1.00125
ACADVL	0.235833333333333
GTF2H5	0.87
EDG8	1.64283333333333
C9orf140	0.059125
UST6	0.8635
ZBTB8OS	0.0475
ZNF710	0.3195
GPR174	-2.1725
ATP6V0A2	-0.9915
KIAA0319L	0.844416666666667
XKRX	-0.63
DOPEY2	2.524
SDHD	-2.00858333333333
SUMF1	2.99725
OSM	3.91725
OPN3	-1.54325
DAGLB	-0.322333333333333
PPFIBP1	0.9475
TRIM63	-2.98475
C10orf53	0.1485
LYPD3	0.268333333333333
BCL7A	0.25
AGER	-0.705166666666667
TCF19	-1.680875
SAT2	0.13825
PFTK1	0.415666666666667
GABRE	-2.982
C15orf38	0.8018
FIS1	-0.9655
KCNV2	1.02625
CLPS	1.0675
PPCDC	-0.19575
FOXN2	1.3825
NT5E	-2.6877
CD83	1.16
IL18	0.387375
VPS16	0.6395
IGFBP2	-0.1655
NOTCH2	-0.22525
SIGLEC1	1.892875
CD93	5.5345
SULF2	-0.0535
CEP164	0.36625
P53AIP1	-0.357333333333333
TOR2A	0.1965
ZNF136	0.55825
MGP	3.9758
CCDC144A	0.725666666666667
TRPC1	-0.879166666666667
SMS	-0.925333333333333
MAPK7	0.934166666666667
RRAGC	-0.1005
PARD6A	1.21133333333333
NUB1	-0.2795
SYNGR4	1.35225
OR11H12	-0.4355
WIF1	0.437375
GCH1	-0.47725
OR11H4	0.3215
SLC44A5	-0.639
GPRIN2	-0.746833333333333
LOC401431	-0.32225
CPA4	-2.2734
MELK	-2.40522222222222
IL15RA	0.44875
CUL3	0.0334999999999999
HMBOX1	-0.878
PODXL	-1.58275
CCT6B	-0.787833333333333
COMTD1	0.925
MUC20	1.82883333333333
GPX2	-1.990375
ITK	-1.648
FBXL5	0.35875
C13orf27	-1.9755
DEFA5	0.343
TRHDE	-0.014
MTP18	-1.2685
UQCRQ	0.6358
ITGB2	1.40333333333333
CSRP2BP	0.507
TAS2R44	1.5015
PHPT1	0.217125
FAM44C	-1.29075
ERH	1.271
MPHOSPH1	-2.86033333333333
MORC1	-0.226
PARVB	-1.6475
LAMA1	-2.31925
PGBD3	-0.363
GIMAP6	4.40725
AREG	-2.23716666666667
LIPT1	-0.48925
MGC99813	0.75675
C1orf201	0.381833333333333
GRIN2A	-0.6127
MAN2C1	-1.239625
NSUN5	-1.403
SF3B5	-0.0235
MYC	-1.4701875
NRXN1	-1.13341666666667
ZNF18	0.786
SPDYA	-0.416857142857143
SLC37A1	1.896
DECR2	0.82675
ANKRD38	0.837125
SPTLC3	-1.95058333333333
SUPT16H	0.333625
DTWD2	-0.2015
ULBP1	-1.4145
ZADH1	-0.355166666666667
OIP5	-3.2735
IL10RB	-0.331833333333333
OTUB2	-1.173125
VWA3A	0.0415
SPIC	-0.791666666666667
OR6C4	-0.166
PSCD4	1.26033333333333
DPY19L2P2	-1.6685
TRAPPC6A	0.137333333333333
C21orf2	0.0431666666666667
CEMP1	0.8055
LIN7B	1.024
E2F7	-2.469
VCP	0.061125
LAMA3	0.921333333333333
BGN	2.368
GPR160	0.859166666666667
COCH	-5.0145
GPR81	1.98466666666667
APOBEC3F	-1.89925
tcag7.1017	-0.57
C1orf32	0.8285
SCGB1D2	7.62575
FLJ43987	-0.3815
C6orf170	-0.241
KLK9	1.132
GPD1L	1.331875
VPS37B	0.86775
ATG3	-1.6
ADAMTS17	-1.1375
KLHDC2	-0.426333333333333
NDUFV2	0.06325
BLK	-2.6325
MATN4	-0.775
GPM6A	-0.14025
GBP4	5.05233333333333
TMEM162	0.847833333333333
PKP2	0.5435
HRASLS	-3.43866666666667
MMP1	-2.751
SFXN3	0.5482
FSD1	-1.33966666666667
ST6GALNAC3	-1.05333333333333
CA12	2.0633
NCOA6	0.3065
C19orf58	0.0232
PPP4R1	-0.969833333333333
MAN1A2	2.69566666666667
IKBKAP	-2.0915
UPF1	0.117333333333333
KIAA1219	0.61575
WNT16	-0.181
SNW1	-1.04975
IL18RAP	1.556
RPP30	-0.65325
CDC40	0.0890714285714286
SETD3	0.171666666666667
SLAMF6	0.0595
ELK4	-0.0515
TRIM47	-0.0116666666666667
ACOX3	1.8505
TRIM6	-0.43925
KIAA0372	-1.54766666666667
TP53AP1	1.436375
SMURF2	-0.98775
ADAD1	-0.086
EBP	-0.3844
KRTAP13-2	-0.997
FLJ36874	-1.24366666666667
TOR1A	-0.370833333333333
P2RY4	2.0255
GPBP1	-1.04325
TRPV1	1.310125
ADAMTS12	0.411
PES1	-0.3613
ATG4A	0.356
MAGEA10	-3.5085
WFS1	1.9985
CC2D1B	-0.764
PABPN1	1.04325
SLC25A30	-0.283
SLCO1C1	0.733833333333333
SLC22A5	2.19975
KIF23	-3.6035
SYN2	-0.232833333333333
ASPN	8.8055
CENTG2	-0.505
QSOX2	-1.2963
FLJ10815	1.03116666666667
STK24	-0.0298125
SPEG	1.5269
STK10	-0.3685
DACT2	-2.7395
AAAS	-0.5135
SSX3	-1.038
ABCD3	-1.0596
C4orf12	-0.883125
PARVG	0.447
FIG4	-0.54525
C9orf46	1.2775
TMCO6	-0.342
IGHMBP2	-1.8075
DUS2L	-0.436666666666667
FAM3C	-1.8320625
TMEM16D	-2.5585
DCTN4	-0.11825
KCNH3	1.31475
EIF2AK2	2.32925
AP1S3	-0.28175
CST4	2.5435
PAM	-0.7041875
NUTF2	0.42475
CITED2	-0.1996
SLC39A4	1.51525
C2orf52	-0.458
GRM3	0.2125
C12orf49	-0.4005
CCDC49	-1.0844
GRAMD1B	-1.23775
FNDC4	-0.322
SIAH2	-1.483375
GDPD4	0.376
C21orf87	1.91575
ATP5A1	-1.42983333333333
C16orf63	-0.872625
LOC388135	0.621833333333333
ATP5J2	-1.00525
MMP3	-1.85075
EMID2	-0.25025
CRHR1	0.6815
WDR70	0.043
C13orf31	2.877
ZFAND1	-0.35975
CCL18	4.44833333333333
C3orf49	-0.4115
RINT1	-1.3005
KIAA0408	-2.019
F13A1	3.8813
SLC10A1	0.9365
OGN	2.85875
GIPC2	-1.533
XPO6	-0.480333333333333
LCE1A	1.717
FMR1	0.7426
LOC374920	0.44825
DUSP3	0.19
ANKMY1	-0.34625
C7orf50	0.53475
BBS9	-0.7014
UNC119B	-0.483
C9orf72	-0.211875
MGC35440	-0.666
ENTPD6	-0.3415
PPP1R2P9	0.8235
ERCC4	0.64675
FAHD2B	-0.0885
HMHA1	-0.1525
HACL1	-1.34725
RAD23A	0.9545
FAM83B	-2.15375
PPP5C	-1.15716666666667
RNASEH2C	-0.577375
C9orf153	-0.93125
SCAMP4	1.238
GHITM	0.0588
NDUFB7	0.148875
ADCYAP1	0.605166666666667
SP110	2.30633333333333
MAP3K7IP2	0.487
DHH	0.283
AGRN	1.11978571428571
WDR33	0.842166666666667
CEP290	1.97466666666667
PRPS1L1	-1.85083333333333
KLRA1	0.396
GPR97	-0.3135
CHD7	0.977833333333333
TLR10	0.491
SLC30A8	-0.82
HIC1	1.48016666666667
IAPP	2.368
RXFP4	1.262
GP1BB	2.16575
SHQ1	0.359
NKX2-3	0.9585
API5	-0.8695
FTHP1	-1.081
MOV10L1	0.110833333333333
TRIM6-TRIM34	3.359
ADHFE1	1.9535
FAM117A	-0.53075
DDI1	0.827
CDON	-0.803
TRIM73	-1.723
IGKC	0.502
MMP14	0.1655
DYNC1LI1	-1.155
C11orf66	0.70325
TRBV3-1	-1.0385
FASTKD5	0.07975
BIVM	-1.80175
LHX4	0.56325
CXCL2	-1.2341
RAB2B	-0.3385
IZUMO1	-0.77
MAP3K15	-1.774
FAM19A2	-0.0460000000000001
ZC3H8	-1.451
ZMAT1	1.365375
SPINK5L3	-2.4305
SLC10A6	1.1755
APPL2	-0.10425
CARD10	0.1215
LOC402176	-1.71275
EEF1D	-0.0698
RAB6A	0.0294
C12orf5	-0.88125
PAPOLG	-0.2365
MSRB2	0.387
BCR	0.326388888888889
PUS3	-0.21225
TIAM2	0.2335
ZNF317	0.834
CHD2	-0.547642857142857
FZD5	-2.4035
NUDT8	-1.7475
ZNF763	0.698
PRC1	-2.64477777777778
ABCB9	0.725666666666667
SPATA3	0.0892499999999999
TRAK2	0.294
STAB1	3.28425
LRRTM2	-0.309666666666667
psiTPTE22	2.0645
DBI	1.131
SERPINA11	-0.31775
NAT5	-0.8865
C20orf58	-2.136
RPS6KA4	0.837
FLJ90650	-0.87125
TGFBRAP1	1.22875
CHRDL2	-0.226375
FAHD2A	-0.479166666666667
CNTN1	-0.062
BBS4	-1.2403
TMEM181	1.14475
MINPP1	-1.74075
MPHOSPH6	0.832083333333333
HOXC10	2.9287
ITPKB	0.62125
CLPTM1L	-0.4255
MEOX2	-0.515833333333333
ATP6V0C	0.70125
PRPF8	-0.727666666666667
TMC5	3.3555
FKBP3	-0.9335
PLEKHB2	-0.40175
OR4D6	0.464
ZNF544	-2.509
D2HGDH	0.2735
RPL18A	-0.6956
HEL308	-0.197625
MPP6	-4.73
TCERG1	-1.659
KRT16	-1.96866666666667
KLF17	-1.25025
KLF5	2.093375
CDR1	2.397375
VCX3A	1.8905
FBLN2	2.167
C14orf104	0.08375
HBE1	-4.4412
OR4S2	0.896
C1orf108	-0.930166666666667
ROBO4	4.37916666666667
CPEB4	0.696
C11orf80	-0.895333333333333
BCKDHA	-0.169333333333333
MYOC	0.3255
GIF	null
CKMT1A	2.589
RPL3	-0.2567
THBS1	2.51725
APOO	-0.88075
ARMCX1	-0.51875
HSZFP36	1.3915
SNAPC5	-0.69675
EIF4ENIF1	1.51575
ZNF433	0.23325
TNFRSF21	-0.542125
TMPRSS7	0.559
SPATA18	0.3839
HPDL	-0.4415
MKL2	1.0938
TBX3	0.377153846153846
C21orf93	0.901333333333333
DAXX	1.378
ELMO1	-0.1955
RGS13	0.451166666666667
TAF11	-1.747
UNC13A	-1.811125
LOC653314	-0.4502
ORC3L	-0.51975
IMAA	-2.2785
TARBP2	-0.081
CABIN1	1.2111
TRIOBP	0.16675
HIST1H2AC	0.981625
RGS22	-2.65183333333333
NCOA1	1.34266666666667
IL25	-0.614
SNCG	5.582
GPR6	0.255
AMDHD1	-2.081
CHEK2	-0.328875
C6orf142	-0.996
DRD4	1.1945
C14orf68	-0.73
GDF11	-1.00225
SEMG2	-0.3455
CD247	-1.661
CDAN1	-0.07975
RBMX2	-0.706666666666667
TGS1	-0.634
OIT3	1.727
SYF2	-1.1295
MCM4	-1.304875
PKHD1L1	-0.31025
CEP192	-1.11833333333333
IFT88	1.6825
RPL9	-0.695642857142857
RAB32	-1.449125
DDX43	-1.514
P2RX2	1.00633333333333
OR5D18	-0.211
UBE1	-0.698666666666667
SLC24A1	-0.38975
ARHGAP5	-0.26225
CETP	-0.1215
KIAA1731	-0.694666666666667
SLC9A4	0.347
PTPN6	1.27375
BAHD1	1.159
GRIK3	1.3035
CACNB2	-0.3709
PDE10A	-0.41525
DGCR14	0.832
PCDHB9	-0.927666666666667
RHOQ	0.509
MAP3K4	-0.48475
KTI12	-0.764833333333333
RPL23AP13	-1.95225
GNG11	0.2035
CLCN3	2.14166666666667
GPAM	-0.924625
VSTM2A	1.201
SLAMF7	2.25416666666667
INTS2	-0.77075
PPP2CA	-1.1182
LRP12	-0.162333333333333
SEC14L2	1.17922222222222
DKFZP586H2123	0.68125
MC3R	-0.283
CIRH1A	-1.66766666666667
HIST1H2AB	1.7365
POLH	-0.89775
MGC16703	-2.154
SNAPC2	1.115
FILIP1L	1.15075
RASGRP4	0.399
LRRC1	1.5395
GAS1	0.5815
PRAC	-1.03675
DGKA	0.359333333333333
NT5C3	-0.56125
PEG3	-3.28016666666667
NADK	-1.44225
PRR17	1.82525
LOC374569	0.156
SGSH	0.241333333333333
NLRP8	-0.263
GALT	0.002
MCF2	-0.63
ZNF263	-1.42075
TACSTD1	0.476833333333333
TYR	-5.615
ATP6AP2	-0.4325
RNUXA	-1.03625
ABHD10	-0.7843
GDPD2	0.25675
SLC35C1	0.67175
UBE2A	0.259375
HERC5	-1.76916666666667
FAM112B	-4.10716666666667
FBXL16	1.81075
DKFZP434A0131	-0.1595
ELA3A	-1.662
RBM41	-1.4835
HAO2	0.1385
RNH1	-0.6525
SHANK2	0.990666666666667
OSBP2	-2.189125
DAK	-0.452833333333333
C3orf58	-1.15183333333333
TCL1B	0.201
KBTBD2	-0.982
SUGT1L1	0.19
UBE2E2	-1.3915
MYL9	2.66275
CDC23	-1.34366666666667
PBXIP1	1.6587
CXorf40B	-0.2225
NBL1	1.64125
RTBDN	0.848
RAB11FIP5	-0.016875
TTTY13	-0.1675
SCOTIN	0.393333333333333
SOHLH1	0.121
CDKN1A	-0.234071428571429
NCK1	-0.993
ZNF550	-1.776
SAPS3	-0.025
SPIN3	0.0555
MAGEE2	-0.05875
MIS12	-0.893333333333333
OR8H2	0.2435
KIAA0774	-1.11733333333333
UNC5D	-1.3545
CUL7	-0.226166666666667
LIPC	-2.27466666666667
DIO1	0.1025
C20orf11	0.2987
CTRL	-0.16025
HS3ST2	3.0585
PAK4	2.147
CCRL1	4.98
RNF10	0.669
ZNF567	0.24625
ZNF660	-1.18
TCEAL3	0.82175
MAGOH	-0.266666666666667
CENPB	0.485666666666667
C19orf7	1.7215
LOC388965	-0.25125
ZCCHC13	1.6055
JMJD1A	-1.6442
HIST1H4H	0.705
TBRG1	-1.3843
GPC3	-4.432125
TAF1C	-0.2475
EBNA1BP2	-0.9955
CIAPIN1	-0.6905
PDGFRA	-0.0491111111111111
CSTB	0.12225
CENPI	-2.9335
GTF2E2	-1.47683333333333
RPP21	0.639
CCNF	-1.076
KCNQ3	1.3355
FAM79A	0.11525
SLC22A12	1.159
NOVA1	0.745833333333333
FZD3	0.1117
AKAP8	-1.1545
SOCS5	-0.719125
CFDP1	-1.0775
DLG5	0.52275
PGM5	0.235833333333333
C1orf144	0.0143333333333333
HDAC10	-1.222
RND2	0.52275
C20orf199	-1.6465
RNMT	-0.666875
SLURP1	1.326875
ASTN1	-0.601625
SH3BGR	1.62325
MYCL1	-0.230875
ZHX1	-0.267666666666667
CENPK	-4.1175
FOSB	3.5201
LOC643406	0.273625
C2orf59	-0.9055
TMEM135	-0.9345
SLC27A2	-3.537
KRT33A	1.547
OVOL1	1.851875
PAMCI	-2.6075
S100A7	2.889
ZNF789	-1.4785
HARS2	-1.095
RPL23A	0.3515
TCF23	0.64525
UPF3B	-0.48675
C17orf78	4.166
HLA-DOB	0.438333333333333
C14orf142	-0.885
TEKT5	1.00733333333333
DMWD	0.792
POLD1	-1.01516666666667
GSCL	0.1175
CALD1	-0.2268
SCRT1	0.816833333333333
AIG1	2.15525
UNC84B	-1.1535
ZNF404	0.2835
TMED6	-2.94825
KIAA1462	-0.0505
LRRC27	2.32483333333333
PYGO1	-0.3245
PIGU	-1.53933333333333
ALAS2	-3.31316666666667
WRNIP1	0.69825
CNNM3	0.3255
ZNF2	0.09425
ST3GAL5	0.578583333333333
MRPL23	-0.09125
TSSK6	-0.376
PSMA6	-0.49525
C16orf70	-0.14375
KIAA1602	1.2535
ALMS1	0.3945
DCN	2.39225
TMEM132D	-0.52175
SUCLG2	-0.727
ABHD14A	0.99975
DEXI	0.296333333333333
AMPD2	-1.5105
IFNAR2	0.2415
CYB5A	1.5104
TLOC1	0.42005
NXF5	-0.456833333333333
NRBF2	-0.589125
KCTD3	2.182
ITGAE	-2.23466666666667
SLC30A3	-1.85466666666667
ZRF1	-1.075
IFRD2	0.3175
XAB1	-1.08275
PYCR2	0.066
SERPINB3	-4.3095
TMLHE	-0.7262
GEFT	-1.22275
ABCA5	-3.07225
EMR4	0.516
TSFM	0.3295
HIST3H2BB	-0.09925
ARHGEF19	0.278
TSPAN17	-0.545666666666667
ABCC8	4.03575
MAP1S	0.369833333333333
C22orf36	2.6425
BNC2	-0.29
HIST1H4A	-0.688
NDUFS3	-0.503333333333333
WDR3	-0.504166666666667
XKR4	-1.26675
TTC33	-1.58442857142857
STMN2	3.25725
CPN2	-0.257333333333333
HSPC105	0.6205
PCOLCE2	-3.49025
C3orf55	0.53
KLHDC9	2.59383333333333
TBC1D23	0.160625
ATXN2L	-0.39375
MAP2K3	2.168
SCAP	0.19025
ZNF486	-0.228666666666667
C20orf96	3.3205
NARS	0.522
ADAMTSL1	-0.233785714285714
PRCC	0.814
CCDC126	-0.794833333333333
ZNF675	-0.946
CALCOCO1	0.1745
ANKRD43	4.19125
CWF19L2	-1.24483333333333
ZBTB32	0.574333333333333
BRAF	0.157
ODF4	0.4315
MGC14376	0.245333333333333
HORMAD1	-0.916333333333333
AAK1	0.27325
PEBP1	1.294
TNFSF5IP1	-0.4975
DKFZp564N2472	0.31925
RMND1	1.865
IGKV1-5	0.81575
COL1A2	3.49608333333333
SERPINA5	1.175375
AANAT	1.065
C19orf21	1.7065
GEMIN5	0.3495
UBR4	-1.215
LTBP3	0.884333333333333
AMHR2	-2.41916666666667
PROCR	-1.055
MYBBP1A	-0.508
C20orf39	1.99183333333333
ZNF697	-0.336625
PASK	-0.3768
ZNF776	1.0025
RFXDC2	0.07175
KIAA0467	0.41725
C10orf96	-1.867
ZNF503	0.6555
GULP1	-0.564666666666667
KCNE4	0.957
DKFZp434K191	-0.395125
LOC196913	-0.1135
BHLHB4	1.9655
CH25H	1.81625
LOC81691	-1.75966666666667
ALPL	-0.320714285714286
COL12A1	2.9035
FOLR3	-1.6975
GPR123	-0.047
TRIM62	0.4835
ABLIM1	0.708166666666667
MAST3	-0.5565
RHBDD1	0.724833333333333
LOC338809	0.504
RYBP	1.8475
TTC26	-1.492125
ZNF22	-0.774333333333333
ISCA2	1.74025
RDM1	-2.72375
PIGM	0.698
GNB3	-1.5495
ACTR2	0.383
HMGB1	0.6729
EDG1	3.33383333333333
SOAT2	-2.791
OR10AD1	0.4435
RAP1GDS1	0.611666666666667
LCE1F	0.7265
ESM1	-0.767
RCN3	2.26775
CREBL1	0.03425
DBNL	-0.891333333333333
PTGER3	1.0455
USP30	0.141166666666667
BCL2L12	-0.2515
KIF26B	1.9875
ZNF416	-0.17825
ZNF225	-0.8325
C17orf70	-0.04775
ZNF554	0.4015
RAE1	0.413166666666667
TNIK	-0.673833333333333
ACTN3	0.0235
MGC45922	1.9645
CCNA1	-0.469833333333333
RYK	-0.0965
IL26	0.262
LRP3	1.44833333333333
QARS	-0.5285
SOX7	1.60264285714286
BID	0.57825
OR2S2	0.6625
CXCL14	4.00475
C11orf47	-0.671
MGC29891	0.887666666666667
HSPB8	2.6172
PRDM14	-1.026
NUFIP2	2.9235
MNAT1	-0.287625
ZDHHC2	-1.6445
MBNL2	0.238875
ADD3	-1.54925
CSNK2A1P	-1.27775
KLK6	-2.45366666666667
TMEM111	-0.4138
KIAA1279	-0.45925
NUBP2	0.00833333333333334
RAB42	-0.09725
ID3	-0.2584
TM9SF1	0.18625
MDP-1	-0.55575
POU4F2	0.16025
IQCK	1.49075
C16orf14	0.86275
CAPN3	-1.346625
FAM43B	1.13375
RECQL	-0.95925
AP1G1	0.411714285714286
CTNNBL1	-0.827166666666667
ECHDC1	-1.97783333333333
SMARCC1	1.7473
FOXQ1	-1.876375
GNAI3	-0.652166666666667
POLG2	-2.00375
CD4	1.306875
ITLN1	0.20325
EBI2	3.082
IRF1	-0.6535
PTPRE	1.7142
PTK2B	-0.5915
NXNL2	-1.6385
SOX4	0.716388888888889
TSPAN3	0.115833333333333
SH2D1A	-2.52966666666667
C8orf58	-0.226166666666667
USP20	-0.69625
DUSP22	-1.04391666666667
CALB1	-2.81183333333333
L3MBTL2	1.46166666666667
MCRS1	-0.39325
TMEM118	-0.620166666666667
C18orf8	0.962833333333333
FLJ10241	-0.604125
GJA12	2.20125
PKD1	-0.223166666666667
ZFP3	0.403
JAM3	-0.71325
LAPTM4A	0.8714
DIRC2	0.29725
KIAA2022	1.02916666666667
MYOM1	0.0786666666666666
TRPM8	-2.3295
MOP-1	2.5215
PHKG2	0.645
ZNF650	0.2095
KIAA1522	0.950625
PSG8	-2.1475
DDX19B	-0.65
MOBKL1B	-0.9825
DIAPH2	-0.609416666666667
PTPN12	-0.50575
CLN8	0.31
CRYZL1	-0.985666666666667
CRY2	0.452
FCGR2B	3.20733333333333
PNPLA4	1.130625
ZNF454	-0.3365
DKFZp434B1231	-0.027
CLDN11	0.6094
RFWD2	0.989166666666667
CIB2	-0.814833333333333
MXRA8	4.038625
HRK	2.009125
MAML2	-0.7945
C4orf31	-0.94525
C6orf192	-1.18675
COG6	1.360625
FAM5B	0.019
NFATC1	0.9121
SEPT10	-0.56925
SCYL1	-0.4594
RPP40	-1.03575
SCOC	-1.0977
KIAA1450	0.63875
CTDSPL2	-1.2075
TBX5	1.8955
NAPG	1.511
RHD	-4.553
C14orf45	0.871333333333333
ZBTB22	1.293
PLCG1	-1.1835
ANKRD10	-0.750125
AQP7P2	-0.309
TAGLN2	0.531833333333333
HTR2C	-1.16183333333333
SLC16A7	-0.560666666666667
C17orf83	0.09175
TSGA14	-0.271583333333333
MDH1	-1.2235
PPP3R2	-0.2915
DCBLD2	-3.04164285714286
RBM33	-0.867
DPH3	-1.61925
SYT10	-1.74616666666667
FMO4	1.911875
THYN1	-1.20625
DRD5	-1.549
OTOR	1.427
PGRMC2	-0.9709
KATNAL1	-0.5095
PAQR6	-0.82275
UBE2I	-0.777
C14orf28	-0.37325
C8orf70	-0.083
FLYWCH1	-0.61875
ANGPTL3	-0.8675
GLRX2	0.2345
ATP11A	-0.105642857142857
ARL5B	-0.22475
MUC16	-0.973
SLC25A5	-1.87478571428571
ACRC	-2.03475
MYO1C	0.00587500000000003
FAM89B	0.873833333333333
FAS	-1.081875
KIFAP3	0.09975
GLRA2	-0.0275
BTN3A2	-0.366
CNKSR3	-1.810875
CSTF3	-1.16666666666667
ARPM1	-0.04
KIAA1530	0.2275
C9orf150	2.12066666666667
PRKCI	2.353
tcag7.1015	-1.78275
SOD3	-0.19775
ZNF574	0.57825
CYP21A2	1.10525
RPL12	0.0945
COMMD2	-1.52525
WIZ	-0.21675
LOC344405	-2.24375
ALDH4A1	0.819705882352941
CRYAB	1.73375
COPA	0.763866666666667
PCDHGA7	1.2745
KIF11	-1.79208333333333
RASD2	0.174375
SLC26A3	-0.281
ZNF175	0.3635
JAKMIP2	-1.853875
C8orf4	1.047
PTHLH	1.0225
SLC40A1	1.49833333333333
OR7D4	0.622
PCDHB17	0.0905
CD36	2.85321428571429
C6orf203	0.511
PRKG2	-0.2385
LOC400566	2.73925
ANAPC13	-1.23625
SLCO3A1	-0.9785
ZNF692	-0.7035
FANCL	-1.5645
SH3GLB1	-0.179
C12orf61	0.1465
KBTBD6	1.3035
SUPT5H	0.951375
XRCC6	-0.107
HUS1B	0.6268
FAM133B	-0.0455714285714286
LOC728276	0.27
KCTD18	0.297
SOS2	0.328666666666667
CCDC99	-2.34875
C1QTNF5	4.1265
NNAT	0.282166666666667
USP16	-0.091
LARS	-1.090375
ZBTB2	0.80925
ABO	0.0778333333333333
TRAF3	0.88825
GALNT5	-2.009
NAP5	1.46975
ALG14	-0.0821666666666667
KIAA0515	0.543692307692308
WDR75	0.269
TEX261	-0.8845
LY86	1.453
LOC389072	-1.923
FLJ13611	-1.33875
MRGPRX2	0.75
SNRPA	-0.703625
OR2G2	0.546
GPRASP2	-1.3755
C7orf42	0.2712
C9orf163	-0.1145
CYP11B2	0.4295
FCRL3	0.733333333333333
PRDX1	-0.615
FGB	-6.1915
COX17	0.611
C16orf33	-1.45375
PIWIL1	-0.341666666666667
FOLR1	-0.898
KIAA0082	-0.09175
FREQ	-0.054
TMCC2	-1.48983333333333
TCF12	0.0858333333333334
ZNF721	0.3805
FAM130A2	-0.222
POU4F1	-2.4615
SNRPF	-0.155
SGIP1	1.77283333333333
ZNF641	-0.725333333333333
EMG1	-0.259875
PRRG4	2.3235
HIRA	-2.668
MYNN	0.00916666666666668
AEBP2	0.309083333333333
TBXA2R	0.9445
ISL2	-1.36983333333333
PCDHB11	-0.6435
RNF144A	-0.709
MARCH5	0.061875
DULLARD	-0.869333333333334
DCLRE1B	-0.0146666666666667
ITGA8	0.7165
TP73	-0.024
PRKCD	2.5515
NDUFB4	-0.36225
ATP13A4	0.071375
ANTXR2	-0.372333333333333
COL4A3	-0.816333333333333
MYO10	-1.2033
SLC6A18	1.42675
PEX1	-0.7355
TMEM74	-1.2252
RBM19	0.57225
TAPBP	0.8662
RUNX1	-0.030625
MID1	-2.15083333333333
GPR64	-1.01283333333333
RASEF	5.6145
GABRG1	-0.465875
MYO16	-0.79025
DBF4	-2.4155
TSHZ2	2.0735
RIPK2	0.050875
PPTC7	0.263833333333333
KIF4B	-1.348
LRRC31	-0.03625
ZNF540	-0.22575
EFNB3	0.0431666666666667
LOH12CR1	0.339625
STON2	-0.0298333333333333
GLP1R	1.026
CSTF2T	0.07025
IREB2	-0.881125
GRSF1	-0.26825
PDCD7	-0.6895
LRRC43	1.4995
CNR1	-0.0383333333333333
IL1F7	-0.2695
C12orf64	-0.7905
FAM69B	0.893
NR2E1	-1.82633333333333
MS4A6A	2.5897
FTL	-0.9054
C7orf36	0.4135
