Hybridization REF	TCGA-C8-A12T-01A-11R-A115-07
PRAC	-1.3305
DGKA	-0.138666666666667
NT5C3	-1.2375
PEG3	-2.21233333333333
NADK	0.18975
PRR17	-1.0685
LOC374569	-0.4145
SGSH	0.171666666666667
NLRP8	3.014
GALT	-1.1533
MCF2	-2.4035
ZNF263	0.7325
TACSTD1	1.10433333333333
TYR	-6.4174
ATP6AP2	0.77975
RNUXA	0.47525
ABHD10	-0.045
GDPD2	-1.47325
SLC35C1	-0.645
UBE2A	0.19625
HERC5	-0.042
FAM112B	-4.63733333333333
FBXL16	-0.54275
DKFZP434A0131	-1.20525
ELA3A	-2.1925
RBM41	-1.16525
HAO2	0.532
RNH1	0.023875
SHANK2	0.8975
OSBP2	-0.901
DAK	-0.0706666666666667
C3orf58	0.09775
TCL1B	-0.813
KBTBD2	-0.444
SUGT1L1	0.48425
UBE2E2	1.81866666666667
MYL9	2.847
CDC23	-0.324666666666667
PBXIP1	0.4988
CXorf40B	-0.4095
NBL1	1.6825
RTBDN	-0.204
RAB11FIP5	0.356125
TTTY13	-0.6285
SCOTIN	0.418416666666667
SOHLH1	-0.747
CDKN1A	-0.262857142857143
NCK1	0.028
ZNF550	0.877
SAPS3	0.559166666666667
SPIN3	-0.228166666666667
MAGEE2	-0.6475
MIS12	-0.496833333333333
OR8H2	0.5
KIAA0774	-0.635333333333333
UNC5D	-2.265
CUL7	-0.4975
LIPC	-3.27066666666667
DIO1	-1.7265
C20orf11	1.4577
CTRL	-0.94975
HS3ST2	3.49975
PAK4	0.564333333333333
CCRL1	4.3765
RNF10	0.21525
ZNF567	-0.22225
ZNF660	0.304
TCEAL3	1.084
MAGOH	-0.647166666666667
CENPB	-0.458
C19orf7	-0.0929999999999999
LOC388965	0.278
ZCCHC13	1.1745
JMJD1A	-0.3371
HIST1H4H	-0.3945
TBRG1	-0.4309
GPC3	-3.0975
TAF1C	-0.915125
EBNA1BP2	-0.239666666666667
CIAPIN1	0.16425
PDGFRA	0.0666111111111111
CSTB	-0.83125
CENPI	-0.752666666666667
GTF2E2	0.167
RPP21	-0.5725
CCNF	0.426166666666667
KCNQ3	0.638
FAM79A	1.16625
SLC22A12	0.08
NOVA1	0.355833333333333
FZD3	1.6832
AKAP8	-0.7105
SOCS5	0.75575
CFDP1	0.761
DLG5	1.90675
PGM5	-0.1275
C1orf144	0.741583333333333
HDAC10	-1.6105
RND2	-1.1725
C20orf199	-1.832
RNMT	-0.1705
SLURP1	-0.18825
ASTN1	-0.822625
SH3BGR	0.26675
MYCL1	-1.481625
ZHX1	0.178833333333333
CENPK	-2.1995
FOSB	0.3883
LOC643406	0.297375
C2orf59	-0.746875
TMEM135	-0.361875
SLC27A2	0.5735
KRT33A	1.623
OVOL1	1.727
PAMCI	-3.2695
S100A7	1.0125
ZNF789	-1.1455
HARS2	-0.5995
RPL23A	1.77183333333333
TCF23	0.205
UPF3B	-0.783875
C17orf78	0.362
HLA-DOB	-0.192666666666667
C14orf142	0.9135
TEKT5	1.02016666666667
DMWD	0.0425
POLD1	-0.255
GSCL	-0.149
CALD1	0.8999
SCRT1	-0.829833333333333
AIG1	0.82725
UNC84B	0.79875
ZNF404	-0.674
TMED6	-3.9855
KIAA1462	2.2695
LRRC27	1.3095
PYGO1	0.254
PIGU	0.1985
ALAS2	-3.92533333333333
WRNIP1	0.084375
CNNM3	-0.071
ZNF2	1.02825
ST3GAL5	0.228
MRPL23	-0.13675
TSSK6	-0.24325
PSMA6	-0.16
C16orf70	-0.0165
KIAA1602	-0.302
ALMS1	0.311
DCN	3.7385
TMEM132D	-1.1385
SUCLG2	1.018
ABHD14A	-0.543
DEXI	-0.752666666666667
AMPD2	-1.4745
IFNAR2	0.0436666666666667
CYB5A	1.5676
TLOC1	0.4997
NXF5	-0.7065
NRBF2	0.562375
KCTD3	0.18775
ITGAE	-0.526166666666667
SLC30A3	-1.09183333333333
ZRF1	-1.0955
IFRD2	-0.720875
XAB1	-0.03375
PYCR2	-0.4515
SERPINB3	-3.669
TMLHE	-0.1071
GEFT	-0.751875
ABCA5	-0.837625
EMR4	0.301333333333333
TSFM	-0.754
HIST3H2BB	-1.18825
ARHGEF19	0.459
TSPAN17	0.209666666666667
ABCC8	3.71725
MAP1S	0.193
C22orf36	0.4555
BNC2	1.33721428571429
HIST1H4A	-1.26125
NDUFS3	-1.26633333333333
WDR3	-0.609166666666667
XKR4	-0.95475
TTC33	-0.262142857142857
STMN2	3.86625
CPN2	-1.31416666666667
HSPC105	1.076625
PCOLCE2	-4.3895
C3orf55	1.682
KLHDC9	1.83216666666667
TBC1D23	0.38825
ATXN2L	-1.11183333333333
MAP2K3	0.530333333333333
SCAP	-0.3855
ZNF486	0.758166666666667
C20orf96	0.08925
NARS	0.409
ADAMTSL1	-0.274142857142857
PRCC	0.399833333333333
CCDC126	1.50491666666667
ZNF675	0.0755
CALCOCO1	0.67425
ANKRD43	4.19425
CWF19L2	-0.386833333333333
ZBTB32	1.82466666666667
BRAF	0.36975
ODF4	0.50375
MGC14376	0.289666666666667
HORMAD1	-2.62483333333333
AAK1	-0.722
PEBP1	0.499416666666667
TNFSF5IP1	0.3965
DKFZp564N2472	0.3965
RMND1	0.361875
IGKV1-5	4.05225
COL1A2	3.28991666666667
SERPINA5	-2.26225
AANAT	0.5505
C19orf21	0.178
GEMIN5	-0.0085
UBR4	-0.400666666666667
LTBP3	-0.112333333333333
AMHR2	-1.6395
PROCR	-1.73425
MYBBP1A	-0.33525
C20orf39	2.4845
ZNF697	-0.155875
PASK	-0.5674
ZNF776	2.38083333333333
RFXDC2	-0.6785
KIAA0467	-0.527
C10orf96	-2.30725
ZNF503	-0.49025
GULP1	0.564
KCNE4	-0.659333333333333
DKFZp434K191	-1.283875
LOC196913	0.1195
BHLHB4	-0.913
CH25H	-1.3605
LOC81691	0.321333333333333
ALPL	-0.281785714285714
COL12A1	4.016375
FOLR3	-2.39216666666667
GPR123	-0.224
TRIM62	0.770571428571428
ABLIM1	0.568666666666667
MAST3	-0.55275
RHBDD1	-0.0638333333333333
LOC338809	0.192
RYBP	0.9065
TTC26	0.058375
ZNF22	0.0501666666666667
ISCA2	-0.33625
RDM1	-1.53675
PIGM	0.22825
GNB3	-0.8735
ACTR2	0.3813
HMGB1	0.4525
EDG1	2.19866666666667
SOAT2	-3.14775
OR10AD1	0.4065
RAP1GDS1	0.690416666666667
LCE1F	0.664
ESM1	0.70575
RCN3	2.52325
CREBL1	-0.66375
DBNL	0.134833333333333
PTGER3	2.294
USP30	0.771166666666667
BCL2L12	0.14
KIF26B	3.11025
ZNF416	1.60325
ZNF225	0.705
C17orf70	-0.39775
ZNF554	0.7685
RAE1	0.6645
TNIK	0.8225
ACTN3	1.754
MGC45922	-1.0935
CCNA1	0.6455
RYK	0.239
IL26	-0.116
LRP3	-0.658666666666667
QARS	0.798
SOX7	1.27021428571429
BID	-0.511875
OR2S2	0.394
CXCL14	1.4515
C11orf47	-1.288
MGC29891	0.571833333333333
HSPB8	1.5019
PRDM14	-2.0735
NUFIP2	1.835
MNAT1	-0.55025
ZDHHC2	-0.604166666666667
MBNL2	-0.642125
ADD3	0.48925
CSNK2A1P	0.24075
KLK6	1.65066666666667
TMEM111	0.5011
KIAA1279	1.819
NUBP2	-0.0543333333333333
RAB42	-1.0605
ID3	-1.1662
TM9SF1	0.1295
MDP-1	-1.14125
POU4F2	0.55775
IQCK	1.317
C16orf14	-0.97825
CAPN3	-1.916875
FAM43B	-0.9535
RECQL	-0.04025
AP1G1	0.9735
CTNNBL1	-0.853
ECHDC1	-0.7625
SMARCC1	0.4923
FOXQ1	-1.473625
GNAI3	0.1395
POLG2	-1.65225
CD4	0.468125
ITLN1	1.21525
EBI2	2.513
IRF1	0.813
PTPRE	1.5846
PTK2B	-0.21725
NXNL2	-0.7615
SOX4	0.517777777777778
TSPAN3	-0.4625
SH2D1A	-3.3855
C8orf58	-0.093
USP20	-1.30875
DUSP22	-0.560416666666667
CALB1	-3.51066666666667
L3MBTL2	0.855583333333333
MCRS1	-0.46325
TMEM118	-0.938333333333333
C18orf8	0.326
FLJ10241	0.12625
GJA12	0.148
PKD1	-0.665333333333333
ZFP3	1.2565
JAM3	-0.443625
LAPTM4A	0.9996
DIRC2	0.48575
KIAA2022	0.880333333333333
MYOM1	-0.649
TRPM8	-2.7965
MOP-1	-0.9735
PHKG2	-0.933
ZNF650	0.338125
KIAA1522	1.579875
PSG8	-0.220333333333333
DDX19B	0.771
MOBKL1B	0.0505
DIAPH2	-0.5085
PTPN12	-0.21475
CLN8	0.1541
CRYZL1	0.263166666666667
CRY2	0.151083333333333
FCGR2B	4.20816666666667
PNPLA4	2.096375
ZNF454	1.465
DKFZp434B1231	-0.54425
CLDN11	-0.1179
RFWD2	0.093
CIB2	-0.675
MXRA8	3.539625
HRK	-1.714625
MAML2	0.298
C4orf31	1.01525
C6orf192	-1.83
COG6	0.30925
FAM5B	-1.0965
NFATC1	0.8348
SEPT10	0.352
SCYL1	0.4973
RPP40	-0.8475
SCOC	0.673
KIAA1450	0.83425
CTDSPL2	-0.79475
TBX5	3.45116666666667
NAPG	0.415875
RHD	-5.006
C14orf45	2.357
ZBTB22	1.232
PLCG1	-1.6565
ANKRD10	-1.37075
AQP7P2	-0.17875
TAGLN2	0.307666666666667
HTR2C	-1.10016666666667
SLC16A7	-0.198833333333333
C17orf83	0.80375
TSGA14	-0.546083333333333
MDH1	-0.38125
PPP3R2	0.115166666666667
DCBLD2	-0.919714285714286
RBM33	-0.705
DPH3	-1.45
SYT10	-0.994833333333333
FMO4	3.49275
THYN1	0.03175
DRD5	-3.274
OTOR	1.04625
PGRMC2	0.8507
KATNAL1	-0.624125
PAQR6	-3.557
UBE2I	0.09075
C14orf28	1.00075
C8orf70	1.58425
FLYWCH1	-0.51975
ANGPTL3	-1.70166666666667
GLRX2	-0.51
ATP11A	-0.674571428571429
ARL5B	0.39
MUC16	-2.7495
SLC25A5	-0.503285714285714
ACRC	-1.3735
MYO1C	-0.53125
FAM89B	1.1805
FAS	0.13475
KIFAP3	1.2105
GLRA2	1.015
BTN3A2	-0.4163
CNKSR3	0.131
CSTF3	-0.839166666666667
ARPM1	0.797
KIAA1530	-0.584
C9orf150	2.91316666666667
PRKCI	0.36525
tcag7.1015	-0.57825
SOD3	-1.34925
ZNF574	0.4125
CYP21A2	0.43975
RPL12	0.04575
COMMD2	-0.1925
WIZ	0.31075
LOC344405	-2.656
ALDH4A1	0.462529411764706
CRYAB	1.94
COPA	0.209233333333333
PCDHGA7	0.137
KIF11	0.0599166666666667
RASD2	-0.268125
SLC26A3	2.837
ZNF175	1.531
JAKMIP2	-0.093875
C8orf4	-0.0905
PTHLH	1.976
SLC40A1	2.63891666666667
OR7D4	0.614833333333333
PCDHB17	-1.033
CD36	1.36692857142857
C6orf203	0.445
PRKG2	1.272
LOC400566	1.25
ANAPC13	0.13925
SLCO3A1	-0.10325
ZNF692	-1.839
FANCL	-1.5335
SH3GLB1	0.71125
C12orf61	0.7405
KBTBD6	0.8255
SUPT5H	0.08475
XRCC6	0.1433
HUS1B	-0.4207
FAM133B	-0.102642857142857
LOC728276	0.069
KCTD18	0.8075
SOS2	0.546166666666667
CCDC99	-0.63475
C1QTNF5	3.706
NNAT	0.2365
USP16	0.22175
LARS	-0.51475
ZBTB2	1.054
ABO	0.4215
TRAF3	-0.06525
GALNT5	-0.5055
NAP5	0.945625
ALG14	0.596666666666667
KIAA0515	-0.413307692307692
WDR75	-0.48
TEX261	0.1095
LY86	0.5935
LOC389072	-1.404
FLJ13611	-0.1925
MRGPRX2	0.7715
SNRPA	-0.53325
OR2G2	0.4285
GPRASP2	0.20525
C7orf42	-0.0658
C9orf163	-0.6545
CYP11B2	0.636
FCRL3	1.068
PRDX1	0.28525
FGB	-7.26816666666667
COX17	-0.0685
C16orf33	-0.22475
PIWIL1	-0.422166666666667
FOLR1	-2.21883333333333
KIAA0082	-1.1725
FREQ	-0.5165
TMCC2	-1.25833333333333
TCF12	-0.16125
ZNF721	0.4955
FAM130A2	1.06275
POU4F1	-3.799
SNRPF	-1.021
SGIP1	3.633
ZNF641	0.991666666666667
EMG1	-0.419
PRRG4	1.3775
HIRA	-2.168
MYNN	0.4585
AEBP2	-0.921916666666666
TBXA2R	0.1285
ISL2	-1.48833333333333
PCDHB11	-0.418
RNF144A	0.01675
MARCH5	1.130125
DULLARD	-0.337833333333333
DCLRE1B	0.37
ITGA8	1.0285
TP73	0.07075
PRKCD	2.0135
NDUFB4	0.32
ATP13A4	3.261125
ANTXR2	0.405333333333333
COL4A3	-0.776166666666667
MYO10	-0.542
SLC6A18	0.2795
PEX1	0.0105
TMEM74	-0.562333333333333
RBM19	-0.051
TAPBP	0.0397
RUNX1	0.937875
MID1	-1.89583333333333
GPR64	-0.493666666666667
RASEF	3.18525
GABRG1	0.354875
MYO16	-0.953
DBF4	-0.541333333333333
TSHZ2	2.40775
RIPK2	0.486625
PPTC7	0.121666666666667
KIF4B	-0.093
LRRC31	0.516625
ZNF540	0.4785
EFNB3	-0.353333333333333
LOH12CR1	0.081875
STON2	0.0838333333333333
GLP1R	0.16375
CSTF2T	-0.128875
IREB2	-0.228625
GRSF1	0.26925
PDCD7	-0.197166666666667
LRRC43	0.053
CNR1	-0.7225
IL1F7	-1.3185
C12orf64	-0.24325
FAM69B	-2.04175
NR2E1	-2.73433333333333
MS4A6A	2.6092
FTL	0.0405
C7orf36	-0.2775
PCLO	1.7072
DYRK2	0.937666666666667
ARIH2	-0.436
SAMD7	-0.371
SCNN1D	-1.2985
SLC32A1	-1.41714285714286
C22orf25	0.7695
MRPS18A	-0.4186
GPR112	0.07
EARS2	-0.6485
ERN2	-0.749
ATPBD3	0.605666666666667
PRH2	-0.5185
CDKN2D	-0.302166666666667
PGLYRP2	3.651
TRIM40	0.19175
SEC14L3	-0.277833333333333
SLC22A1	-0.039
BTN2A3	-0.58975
RASA4	-0.8645
CCNL2	-1.13475
MYBPC3	0.315
GJA4	3.19225
CDC42SE1	0.818125
TRPV2	-1.1185
MYPN	-2.5357
SIM1	0.3915
CDADC1	-0.11
ZFHX4	1.57475
NIBP	0.458333333333333
ADAMTS19	-2.3295
ABTB2	-0.83125
TSPYL2	-0.342
EIF2S3	-0.0586
SOX30	-0.0025
AP2A1	1.35266666666667
DKFZP564O0523	0.0895
LOC285398	0.07475
CDH18	-4.817
CHL1	1.463375
GATS	-0.8182
TBC1D2B	0.374
OR1J1	2.423
GSN	1.50483333333333
DPCR1	0.205875
GARNL4	-0.198166666666667
SMARCA5	0.413
PLEKHG3	0.421833333333333
ZBTB45	2.1415
FRMD6	1.1995
PLS1	0.626833333333333
DGKZ	0.0873333333333333
EFNA1	0.8846
WDR85	-1.241625
ANK2	-0.312
PAGE4	-0.976666666666667
SENP6	0.703333333333333
AKR7A2	-0.0846666666666667
FKBP10	-1.4935
VEGFC	-1.0135
LARP1	0.2031875
SRBD1	-0.13875
ITGB6	3.1875
SLC1A2	0.158
INVS	-0.8595
MPO	0.46275
MOBKL3	0.7741
CUTL2	2.376375
KLK2	2.814
VIM	0.089
REG1B	0.748666666666667
PCDHGC4	0.1535
C3orf34	-0.306666666666667
SUMO3	0.967166666666667
CST9L	2.08075
MLL4	-0.489
SPR	0.0858333333333333
SAMD9L	0.4765
ABCE1	0.23475
SUPT3H	-0.399666666666667
ACTBL1	1.24175
ADAMTS4	1.80066666666667
SLIT3	3.1105
RHEBL1	-1.5105
NPM2	-2.13175
MAN1C1	1.67925
KIAA1856	-0.281083333333333
HSPA6	1.18475
LOC388152	0.016
C10orf140	-0.21075
ZDHHC12	-0.404
LIN7A	0.2642
PHC2	0.39875
SPHK1	0.239
TRIM26	0.9645625
FAM83E	0.0215
C18orf24	-0.177166666666667
ZNF578	1.66383333333333
ORAI1	-0.53275
RUVBL1	-0.792416666666667
C7orf20	-0.8165
APAF1	-0.2865
SLC36A4	-1.63266666666667
MYH11	3.9595
NEK1	0.7627
MPP2	-0.86975
C12orf24	-2.59625
TNK2	-0.114375
ZNF289	-0.4595
MATN3	-1.15728571428571
IFNGR2	0.5535
ITPR1	0.270625
EBF3	2.362
TBC1D20	0.4147
OR10P1	0.50475
DDAH2	1.3305
SHPRH	-0.274375
STX7	0.3125
LOC554248	-2.7465
BCAR1	-0.1035
ATXN3	0.379
TRIM27	-0.20325
CDC42EP2	0.416
CHP	-0.298142857142857
SOX17	0.630375
ZNF259	-0.683833333333333
CHCHD1	0.6035
ZDHHC19	0.8255
GBP2	2.858
GARNL3	0.856125
MRC2	1.393
C1orf52	-0.00725
AOF2	-0.344833333333333
LRPPRC	-0.1947
ACVR1C	-1.31516666666667
TM4SF18	3.242
TMEM169	0.617333333333333
PPP1R16A	-1.11375
EBF1	0.491666666666667
RRS1	0.114833333333333
SNX2	0.32225
OR2T2	0.564
RBX1	0.204
ANKRD54	0.375666666666667
TSNAX	-0.875166666666667
TMEM83	-2.47525
ZBTB7A	0.68925
ATM	-1.378
LOC338328	1.75233333333333
TIE1	1.69733333333333
HIST1H3G	0.1195
PASD1	-4.54366666666667
TINAG	-0.219
PCDHAC2	0.56
LRRC15	2.084375
WBSCR17	-1.47875
TFF2	-0.409
PARP2	-0.46625
NDFIP2	-0.101875
PCDHGB2	-0.984
WDR60	-0.352
MAP7D2	-2.1566
USP45	-0.30975
GSDML	0.09275
TNS1	0.3842
PLCD4	-0.8985
IQCD	0.164
SMPX	-3.23275
CD9	0.998166666666667
SRGN	0.668625
CASP7	1.89575
INOC1	-0.0418333333333333
DKFZp451M2119	-2.073125
VMAC	1.2535
USP53	0.6721
CAMK1G	-0.67475
TMEM106A	0.160166666666667
CDC20	-0.7587
ACSL5	-0.602333333333333
CBWD5	-0.355875
C1orf87	-1.79633333333333
KIAA1274	1.18475
PRUNE2	-1.19142857142857
LYPLA2	0.235833333333333
DOK6	-0.927333333333333
GPR149	-0.0135
FAM30A	1.173
TMEM129	-0.1975
SLC35B3	0.9635
ACPP	0.5159
LOC200261	-1.233
SLC4A7	-0.4991
CCDC40	2.80775
GART	-0.7365
THOP1	-1.435
SCARB1	-1.460125
CACNA1F	-0.452
TRIAP1	-0.188833333333333
SYT14L	-0.5255
SFRS8	-0.5385
PBOV1	-0.0155
GOLSYN	2.1205
GJB7	-3.376
CAMK2N1	-0.12575
GREM1	4.58283333333333
FLJ20433	0.3245
QPCT	-3.1565
PRKAG2	0.978833333333333
H2AFX	-0.403375
C6orf154	0.394
PLOD3	-1.92575
ZBTB39	-0.125333333333333
WASF3	0.42425
DRG1	0.79475
PRR4	-0.393
SPCS1	-0.417
KDELR3	0.1145
SRP19	0.298666666666667
GABRA6	0.30725
MFSD1	1.1115
MMEL1	1.2445
PDXDC2	-1.0203
BUB1	-1.53611111111111
RNF138	-0.18875
MYLPF	-0.555666666666667
AIF1	0.513166666666667
DYNLRB1	-0.7351
HCN3	-2.01416666666667
HIST1H2AI	-0.54025
MAP4K5	0.338583333333333
LASP1	0.28775
LOC130951	-0.1525
PLAA	0.985875
KRT6A	0.607
C6orf117	-2.80025
ARHGAP23	-0.578
PTF1A	0.38
GPHA2	-0.64825
LCE3B	0.26775
MCL1	0.387642857142857
EHBP1	-0.499
PRNP	-0.9754375
ZSCAN1	0.74625
C1orf113	-0.588166666666667
FOXA3	-3.3965
NEB	-0.1215
ASGR1	-4.32166666666667
CTGF	1.44883333333333
RAB17	-1.397
MST101	0.3975
JARID1B	0.8462
USP37	-0.3855
PTBP1	0.223166666666667
PTPN7	-0.627166666666667
CDC7	-0.705333333333333
SNX7	0.6435
ZNF335	0.2355
CPT2	-0.414
HEATR1	-1.178125
HSPC152	0.34825
C5orf40	0.371
PSME1	0.613
STAG3	-2.46275
TMEM154	-0.2475
KLHL32	-0.3765
TSGA10IP	-1.393
SUV420H2	0.764666666666667
SF1	-0.5733
2'-PDE	0.248375
PNLIPRP2	1.2725
TRSPAP1	-0.532916666666667
NUP210	-0.695666666666667
ANP32C	-1.4215
RAB11B	0.138166666666667
ASB15	0.12
ITGB3BP	-0.73225
UBASH3A	-1.06
YWHAB	-0.1715
TPRX1	-0.05625
LY6G5C	0.196125
SLC7A2	0.2995
CLK1	0.3199
HSD3B7	1.17366666666667
VDR	2.3735
C16orf74	-1.1305
ACE	0.41275
PSMA2	-0.170666666666667
CCDC131	-0.891875
ZNF213	0.697166666666667
EML2	-1.75325
ALS2CR13	-0.393
GLYATL1	1.18775
DSPP	-0.698
DHFRL1	0.143125
C10orf30	0.522833333333333
SH3RF2	-0.5975
LOC197322	-0.901
DLL3	-1.613375
TIGD7	0.174
GFRA3	0.47775
CPA1	-0.108333333333333
RTN4	-0.324166666666667
PPT2	-2.2315
FASLG	3.59641666666667
FOXP4	0.787625
RPL26	0.2871
GNL3L	-0.857833333333333
FMR1NB	-0.312
CD163	6.91575
SGPP2	1.2905
GIMAP2	0.508
CD37	1.25633333333333
DPT	3.29633333333333
NBLA00301	2.33525
RGS5	1.16816666666667
C9orf4	-1.446
ACTL8	-2.02716666666667
PRKAR2B	-1.76775
OPLAH	-2.57583333333333
C20orf134	0.22275
SPACA5	0.044
TBL1X	-0.0261666666666667
TSPYL3	0.00800000000000001
CHCHD3	-0.5285
CRKRS	-0.0688333333333333
GPR65	5.98175
DFFA	-0.387125
FUT1	0.69225
C6orf204	-0.311833333333333
TMEM51	0.08375
ZNF580	0.6945
CMTM2	0.58975
C20orf200	-0.092
EZH1	-0.55
FDX1L	-0.786125
MRPL32	-0.59675
PCAF	-0.8186
ALOX15B	4.09166666666667
CD59	0.544958333333333
CDK9	-0.90025
ERP29	-0.328833333333333
TTR	-5.0095
BCMO1	0.217
DDIT4	0.0884
PTGDS	1.72725
C3orf63	0.0473333333333333
BST2	0.26875
CYP1A2	-0.2375
C5orf25	-0.156
STX1A	-1.23170588235294
OR2A12	-0.607
SH3BP5L	-0.867
SERINC5	0.68225
USP6	-1.0886
MRPL3	0.110166666666667
POMP	-0.3715
INPP4B	1.125
GMPPB	0.62775
EAPP	0.574
AHSA1	0.04075
ABCA11	0.1005
SLC5A6	1.388
HIVEP2	1.0785
SUMO2	0.377875
KIAA1822L	-2.07133333333333
C11orf67	0.72825
TXK	-0.44625
PHCA	-0.5353125
ICAM4	-2.507
FPGS	-0.531833333333333
SNRPA1	-0.789
KCNJ4	-0.73025
KIF6	-0.0989
HIST1H2BG	-1.50266666666667
SLC5A5	0.6955
ZNF354B	-0.0935
IL12RB2	0.78175
C11orf76	-0.0845
GAL3ST2	0.4445
AIFM2	-0.668625
SYNC1	-0.153
UBL3	0.48225
PIK3CG	-0.8645
NLN	-0.6128
BCORL1	-0.79025
CD5L	0.4645
ZNF238	1.1585
KIAA1394	-0.7825
C16orf55	-0.4149
CYP3A7	-3.66075
KRTAP3-1	-2.9175
TFDP1	-0.159166666666667
MND1	-0.64275
NODAL	0.0378333333333334
GTPBP4	-0.46425
TUBGCP2	1.288
SLITRK5	-4.474
CIC	0.11275
CD79A	0.531166666666667
SAMD14	0.711
TNPO3	-0.354
OR10G3	0.216
OR10G8	0.3945
CCDC111	0.041
HOXC9	0.7345
DCUN1D1	0.524166666666667
CYB5R1	0.43375
TSR2	0.70275
DAB2IP	0.2576
SLC6A5	-0.0905
RAB3D	1.58675
DCUN1D4	-1.09033333333333
ERBB3	0.70625
SDC1	1.98983333333333
ATP6V1H	1.03266666666667
SYK	1.3895
ST20	-0.51375
C13orf30	-0.093
WDR40A	0.618
ADMR	0.1905
LOC388335	1.209
ACSM1	1.4705
TDG	0.148333333333333
FLJ11235	0.43575
MRPS5	-0.5325
AGPAT2	-1.11266666666667
SLC12A1	0.17625
CYP27A1	-0.932
THAP7	-0.5715
XPO1	-1.14933333333333
ALMS1L	0.595333333333333
C1orf2	-0.6585
ZNF777	-0.0101666666666667
CAMK2A	-0.130166666666667
SMC1B	2.518625
IHPK2	0.138466666666667
LEMD1	-3.63
NKD2	-0.9493
CLU	0.465214285714286
ARMETL1	-0.506
PABPC4	2.04475
CXCL12	3.18383333333333
TFAP2C	2.1879
TTTY8	0.3775
ABCB10	-0.6493
ENDOD1	-0.167
IDI1	-0.525
KCTD6	-0.149833333333333
CCDC105	-0.1345
ULBP2	0.189833333333333
ZDHHC5	0.1355
WNT8A	-0.4275
COMMD10	1.0325
KLHL12	-0.10025
GPR50	0.5515
NR5A2	0.578375
OXGR1	-0.2892
EHD3	0.86825
CAPRIN2	-1.052125
KLRC3	-3.89675
SF3B1	0.0202857142857143
IPO7	-0.382
ALDH1A1	-0.887
ANKRD5	0.835875
TSNARE1	0.97
DDEFL1	0.92575
RNASEL	1.71833333333333
DNAH9	-1.2895
HELLS	-0.56375
TNS4	-0.125
NAV1	-0.0856
KIAA1409	-0.507
C20orf26	3.21633333333333
TUBG1	-1.02375
IRX2	1.2895
CNGA4	0.2
MGC50559	1.41766666666667
OR4K17	0.1525
TM2D2	1.26
FAM32A	0.21475
TXNDC14	-0.69725
CCBL1	-1.6855
ANK1	-2.8359
PRSS23	-0.57625
PPM1L	0.4175
SPATA20	0.862
APCS	0.4605
C14orf122	0.0568333333333333
PSMB5	-0.560875
C6orf10	-0.0147
SETDB2	-0.04
SPNS3	-1.606
SGMS2	0.778166666666667
MXD3	-1.11733333333333
MON2	-0.1821
CARTPT	0.566
HNF4A	-1.0175
RABEP1	0.45635
TNFRSF10B	-1.456875
USH1G	0.3505
PPAP2B	-0.7365
TMEM16K	0.95025
CTDSP1	0.123833333333333
CDK5R1	-0.247
GABRR1	0.101
OPN1LW	-0.7315
FAM98C	0.426125
DBN1	0.110375
ACAD10	-0.146916666666667
QTRTD1	-0.157
WNK3	-0.899
RPS19	-0.845
C1QB	3.103
OTUD5	-0.122375
SLC41A2	0.667
TMEM22	-2.061
KHSRP	-0.404916666666667
TNFRSF11A	-0.892166666666667
FBL	-0.636666666666667
IBTK	0.822166666666667
OXER1	0.1945
CBLN4	0.437
GPR172B	0.109666666666667
CFTR	-1.19675
VSX1	0.326
CAMK1D	-0.509
LOXL3	-1.4275
RTP4	0.71425
SLFNL1	0.222
KIAA0828	-0.351875
PAR5	0.6625
LOC723972	-1.40325
GDI2	0.578375
CEBPA	-0.573
MLF2	0.366666666666667
AFMID	-0.55675
ALOX12B	-0.19825
BPHL	0.1515
COX5B	-0.4215
S100A10	0.3961
THOC6	0.05825
NHN1	-0.6505
RRP12	0.00483333333333334
ARID3B	-2.72475
CD3G	-2.5445
KIAA0133	-0.27075
NAT11	-0.795166666666667
PPAT	-1.006
SIRT3	-0.1578
TCERG1L	-0.35125
NIPA1	-0.064
DPP8	0.1154
IL7R	1.05116666666667
ZFP64	0.862666666666667
DMAP1	-0.2233
TRMT12	0.73575
TLR4	2.2447
WFIKKN2	0.08475
RAB12	0.785666666666667
DDX51	-0.572333333333333
KIAA1086	-3.637
ZNF295	0.0751666666666667
ACVR2B	-1.11114285714286
LOC494150	1.357375
ZNF517	-0.0955
DNASE1L2	-2.20883333333333
SUFU	1.395
LOC283677	-0.5545
LMO3	2.4075
PPP2R5D	0.3585
ZNF587	1.2262
HIST4H4	-0.589
CYP2C8	0.6225
C1orf80	0.424166666666667
DOCK5	-0.5015
C9orf24	-1.1445
OR5AR1	-0.209
C11orf24	-0.2655
UNQ1940	-0.15125
CAP2	1.37933333333333
TIMM44	-0.807
DSEL	-0.211
ROM1	-0.89625
FBXO4	0.687875
MYLC2PL	-2.25775
MLH3	0.4367
NOX1	0.0293333333333333
DPEP2	2.054
DNAJB5	0.13525
RLTPR	0.111
MBIP	-0.722333333333333
COPB1	0.517833333333333
SFTPA1B	0.0885
C10orf4	1.4023
PRELID1	-0.4265
NOLA1	-0.16925
C19orf24	-0.30225
TLR9	-1.603
HLA-DMA	2.38033333333333
HCRP1	-0.506
